id,domain,pattern,tokens_hindi,tokens_english,switch_points,pair_type,text_a,text_b,label_semantic_equivalent,label_natural,label_code_switch_valid,len_a,len_b,len_diff,token_overlap_count,token_jaccard,same_token_set,position_displacement_mean,position_displacement_max,kendall_tau_distance,edit_distance_tokens,english_ratio,hindi_ratio,num_switch_points,is_base_tf,is_base_es,is_tf_es,switch_point_bucket,bleu,bertscore_p,bertscore_r,bertscore_f1,comet_score
116,work,EN-HN-EN-EN-EN-HN,2,3,"[1, 2, 3]",base_tf,presentation ka slide order change karo,slide order change karo presentation ka,1.0,1.0,1.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.6,0.4,3,True,False,False,3plus_switch,0.6042750794713536,0.9601573,0.9601573,0.9601573,0.9506152272224426
116,work,EN-HN-EN-EN-EN-HN,2,3,"[1, 2, 3]",base_es,presentation ka slide order change karo,change karo presentation ka slide order,1.0,1.0,1.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.6,0.4,3,False,True,False,3plus_switch,0.6042750794713536,0.96207273,0.96207273,0.96207273,0.959166944026947
116,work,EN-HN-EN-EN-EN-HN,2,3,"[1, 2, 3]",tf_es,slide order change karo presentation ka,change karo presentation ka slide order,1.0,1.0,1.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.6,0.4,3,False,False,True,3plus_switch,0.6042750794713536,0.9551146,0.9551146,0.9551146,0.9459250569343568
117,work,EN-HN-EN-HN-HN,3,1,[1],base_tf,office ka printer jam ho gaya,printer jam ho gaya office ka,1.0,1.0,1.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.25,0.75,1,True,False,False,1_switch,0.6042750794713536,0.963046,0.963046,0.963046,0.9608854651451112
117,work,EN-HN-EN-HN-HN,3,1,[1],base_es,office ka printer jam ho gaya,jam ho gaya office ka printer,1.0,0.0,0.0,6,6,0,6,1.0,True,3.0,3.0,0.6,6,0.25,0.75,1,False,True,False,1_switch,0.3931466788228678,0.95997095,0.95997095,0.95997095,0.962743639945984
117,work,EN-HN-EN-HN-HN,3,1,[1],tf_es,printer jam ho gaya office ka,jam ho gaya office ka printer,1.0,0.0,0.0,6,6,0,6,1.0,True,1.6666666666666667,5.0,0.3333333333333333,2,0.25,0.75,1,False,False,True,1_switch,0.7952707287670506,0.9690167,0.9690167,0.9690167,0.9415040016174316
118,education,EN-HN-EN-EN-HN-HN-HN-HN,5,2,"[1, 2]",base_tf,lecture ka audio clearly sunai nahi de raha,audio clearly sunai nahi de raha lecture ka,1.0,1.0,1.0,8,8,0,8,1.0,True,3.0,6.0,0.4285714285714285,4,0.2857142857142857,0.7142857142857143,2,True,False,False,2_switch,0.7652058832556895,0.96401465,0.96401465,0.96401465,0.9300897717475892
118,education,EN-HN-EN-EN-HN-HN-HN-HN,5,2,"[1, 2]",base_es,lecture ka audio clearly sunai nahi de raha,sunai nahi de raha lecture ka audio clearly,1.0,0.0,0.0,8,8,0,8,1.0,True,4.0,4.0,0.5714285714285714,8,0.2857142857142857,0.7142857142857143,2,False,True,False,2_switch,0.691441569283882,0.9489831,0.9489831,0.94898313,0.9141858220100404
118,education,EN-HN-EN-EN-HN-HN-HN-HN,5,2,"[1, 2]",tf_es,audio clearly sunai nahi de raha lecture ka,sunai nahi de raha lecture ka audio clearly,1.0,0.0,0.0,8,8,0,8,1.0,True,3.0,6.0,0.4285714285714285,4,0.2857142857142857,0.7142857142857143,2,False,False,True,2_switch,0.7652058832556895,0.9680432,0.96804327,0.96804327,0.8762085437774658
119,education,EN-HN-EN-EN-EN-HN,2,3,"[1, 2, 3]",base_tf,assignment ka format properly follow karo,format properly follow karo assignment ka,1.0,1.0,1.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.6,0.4,3,True,False,False,3plus_switch,0.6042750794713536,0.9515971,0.9515971,0.9515971,0.9455062747001648
119,education,EN-HN-EN-EN-EN-HN,2,3,"[1, 2, 3]",base_es,assignment ka format properly follow karo,follow karo assignment ka format properly,1.0,1.0,1.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.6,0.4,3,False,True,False,3plus_switch,0.6042750794713536,0.95425665,0.95425665,0.95425665,0.9323133230209352
119,education,EN-HN-EN-EN-EN-HN,2,3,"[1, 2, 3]",tf_es,format properly follow karo assignment ka,follow karo assignment ka format properly,1.0,1.0,1.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.6,0.4,3,False,False,True,3plus_switch,0.6042750794713536,0.9663684,0.96636844,0.9663684,0.9334365725517272
120,education,EN-HN-EN-EN-HN-HN,3,2,"[1, 2]",base_tf,exam ka seating arrangement change hua,seating arrangement change hua exam ka,1.0,1.0,1.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.4,0.6,2,True,False,False,2_switch,0.6042750794713536,0.93932,0.9412719,0.940295,0.9046187400817872
120,education,EN-HN-EN-EN-HN-HN,3,2,"[1, 2]",base_es,exam ka seating arrangement change hua,change hua exam ka seating arrangement,1.0,0.0,0.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.4,0.6,2,False,True,False,2_switch,0.6042750794713536,0.9485952,0.9487174,0.9486563,0.9457307457923888
120,education,EN-HN-EN-EN-HN-HN,3,2,"[1, 2]",tf_es,seating arrangement change hua exam ka,change hua exam ka seating arrangement,1.0,0.0,0.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.4,0.6,2,False,False,True,2_switch,0.6042750794713536,0.9531495,0.95314956,0.9531495,0.8634116649627686
121,education,EN-HN-EN-EN-HN-HN-HN,4,2,"[1, 2]",base_tf,library ka reading room silent hona chahiye,reading room silent hona chahiye library ka,1.0,1.0,1.0,7,7,0,7,1.0,True,2.857142857142857,5.0,0.4761904761904761,4,0.3333333333333333,0.6666666666666666,2,True,False,False,2_switch,0.7071067811865476,0.9699628,0.9699627,0.9699628,0.9461024403572084
121,education,EN-HN-EN-EN-HN-HN-HN,4,2,"[1, 2]",base_es,library ka reading room silent hona chahiye,silent hona chahiye library ka reading room,1.0,0.0,0.0,7,7,0,7,1.0,True,3.4285714285714284,4.0,0.5714285714285714,6,0.3333333333333333,0.6666666666666666,2,False,True,False,2_switch,0.5946035575013605,0.96776867,0.9677686,0.9677686,0.9391277432441713
121,education,EN-HN-EN-EN-HN-HN-HN,4,2,"[1, 2]",tf_es,reading room silent hona chahiye library ka,silent hona chahiye library ka reading room,1.0,0.0,0.0,7,7,0,7,1.0,True,2.857142857142857,5.0,0.4761904761904761,4,0.3333333333333333,0.6666666666666666,2,False,False,True,2_switch,0.7071067811865476,0.9723257,0.97232574,0.97232574,0.9287526607513428
122,education,EN-HN-EN-HN-HN-HN-HN,5,1,[1],base_tf,notes ka handwriting samajh nahi aa raha,handwriting samajh nahi aa raha notes ka,1.0,1.0,1.0,7,7,0,7,1.0,True,2.857142857142857,5.0,0.4761904761904761,4,0.1666666666666666,0.8333333333333334,1,True,False,False,1_switch,0.7071067811865476,0.9742395,0.97423947,0.9742395,0.929302453994751
122,education,EN-HN-EN-HN-HN-HN-HN,5,1,[1],base_es,notes ka handwriting samajh nahi aa raha,samajh nahi aa raha notes ka handwriting,1.0,0.0,0.0,7,7,0,7,1.0,True,3.4285714285714284,4.0,0.5714285714285714,6,0.1666666666666666,0.8333333333333334,1,False,True,False,1_switch,0.5946035575013605,0.9619651,0.9619651,0.9619651,0.9239627718925476
122,education,EN-HN-EN-HN-HN-HN-HN,5,1,[1],tf_es,handwriting samajh nahi aa raha notes ka,samajh nahi aa raha notes ka handwriting,1.0,0.0,0.0,7,7,0,7,1.0,True,1.7142857142857142,6.0,0.2857142857142857,2,0.1666666666666666,0.8333333333333334,1,False,False,True,1_switch,0.8408964152537146,0.97437847,0.97437847,0.97437847,0.9236273765563964
123,education,EN-EN-HN-EN-HN-HN,3,2,"[0, 1]",base_tf,online class ka attendance mark hua,attendance mark hua online class ka,1.0,1.0,1.0,6,6,0,6,1.0,True,3.0,3.0,0.6,6,0.4,0.6,2,True,False,False,2_switch,0.3931466788228678,0.9392412,0.9392412,0.9392412,0.9305934309959412
123,education,EN-EN-HN-EN-HN-HN,3,2,"[0, 1]",base_es,online class ka attendance mark hua,mark hua online class ka attendance,1.0,0.0,0.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.4,0.6,2,False,True,False,2_switch,0.6042750794713536,0.9442303,0.9442303,0.9442303,0.8989835977554321
123,education,EN-EN-HN-EN-HN-HN,3,2,"[0, 1]",tf_es,attendance mark hua online class ka,mark hua online class ka attendance,1.0,0.0,0.0,6,6,0,6,1.0,True,1.6666666666666667,5.0,0.3333333333333333,2,0.4,0.6,2,False,False,True,2_switch,0.7952707287670506,0.95386064,0.95386064,0.95386064,0.9005704522132874
124,education,EN-HN-EN-EN-HN,2,2,"[1, 2]",base_tf,teacher ka feedback useful laga,feedback useful laga teacher ka,1.0,1.0,1.0,5,5,0,5,1.0,True,2.4,3.0,0.6,4,0.5,0.5,2,True,False,False,2_switch,0.3766136530980537,0.95965666,0.9596567,0.95965666,0.9419351816177368
124,education,EN-HN-EN-EN-HN,2,2,"[1, 2]",base_es,teacher ka feedback useful laga,useful laga teacher ka feedback,1.0,0.0,0.0,5,5,0,5,1.0,True,2.4,3.0,0.6,4,0.5,0.5,2,False,True,False,2_switch,0.3766136530980537,0.9603789,0.9603789,0.9603789,0.9614902138710022
124,education,EN-HN-EN-EN-HN,2,2,"[1, 2]",tf_es,feedback useful laga teacher ka,useful laga teacher ka feedback,1.0,0.0,0.0,5,5,0,5,1.0,True,1.6,4.0,0.4,2,0.5,0.5,2,False,False,True,2_switch,0.7071067811865476,0.96655035,0.9665504,0.9665504,0.9042702317237854
125,education,EN-HN-EN-EN-HN,2,2,"[1, 2]",base_tf,exam ka paper lengthy tha,paper lengthy tha exam ka,1.0,1.0,1.0,5,5,0,5,1.0,True,2.4,3.0,0.6,4,0.5,0.5,2,True,False,False,2_switch,0.3766136530980537,0.96574646,0.9657465,0.96574646,0.9529917240142822
125,education,EN-HN-EN-EN-HN,2,2,"[1, 2]",base_es,exam ka paper lengthy tha,lengthy tha exam ka paper,1.0,0.0,0.0,5,5,0,5,1.0,True,2.4,3.0,0.6,4,0.5,0.5,2,False,True,False,2_switch,0.3766136530980537,0.9633603,0.9633603,0.9633603,0.9603622555732728
125,education,EN-HN-EN-EN-HN,2,2,"[1, 2]",tf_es,paper lengthy tha exam ka,lengthy tha exam ka paper,1.0,0.0,0.0,5,5,0,5,1.0,True,1.6,4.0,0.4,2,0.5,0.5,2,False,False,True,2_switch,0.7071067811865476,0.9716139,0.9716139,0.9716139,0.9540851712226868
126,education,EN-HN-EN-EN-HN-HN,3,2,"[1, 2]",base_tf,hostel ka wifi slow chal raha,wifi slow chal raha hostel ka,1.0,1.0,1.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.4,0.6,2,True,False,False,2_switch,0.6042750794713536,0.9703623,0.9703623,0.9703623,0.9708364009857178
126,education,EN-HN-EN-EN-HN-HN,3,2,"[1, 2]",base_es,hostel ka wifi slow chal raha,slow chal raha hostel ka wifi,1.0,0.0,0.0,6,6,0,6,1.0,True,3.0,3.0,0.6,6,0.4,0.6,2,False,True,False,2_switch,0.3931466788228678,0.9628817,0.9628817,0.9628817,0.9475658535957336
126,education,EN-HN-EN-EN-HN-HN,3,2,"[1, 2]",tf_es,wifi slow chal raha hostel ka,slow chal raha hostel ka wifi,1.0,0.0,0.0,6,6,0,6,1.0,True,1.6666666666666667,5.0,0.3333333333333333,2,0.4,0.6,2,False,False,True,2_switch,0.7952707287670506,0.9785701,0.9785701,0.9785701,0.9468270540237428
127,education,EN-HN-EN-EN-HN,2,2,"[1, 2]",base_tf,canteen ka menu update hua,menu update hua canteen ka,1.0,1.0,1.0,5,5,0,5,1.0,True,2.4,3.0,0.6,4,0.5,0.5,2,True,False,False,2_switch,0.3766136530980537,0.96001506,0.96001506,0.96001506,0.9608717560768129
127,education,EN-HN-EN-EN-HN,2,2,"[1, 2]",base_es,canteen ka menu update hua,update hua canteen ka menu,1.0,0.0,0.0,5,5,0,5,1.0,True,2.4,3.0,0.6,4,0.5,0.5,2,False,True,False,2_switch,0.3766136530980537,0.957438,0.957438,0.957438,0.9648647904396056
127,education,EN-HN-EN-EN-HN,2,2,"[1, 2]",tf_es,menu update hua canteen ka,update hua canteen ka menu,1.0,0.0,0.0,5,5,0,5,1.0,True,1.6,4.0,0.4,2,0.5,0.5,2,False,False,True,2_switch,0.7071067811865476,0.96825105,0.9681513,0.96820116,0.9420590996742249
128,education,EN-HN-EN-EN-HN,2,2,"[1, 2]",base_tf,assignment ka plagiarism check hua,plagiarism check hua assignment ka,1.0,1.0,1.0,5,5,0,5,1.0,True,2.4,3.0,0.6,4,0.5,0.5,2,True,False,False,2_switch,0.3766136530980537,0.9584683,0.9584683,0.9584683,0.9311106204986572
128,education,EN-HN-EN-EN-HN,2,2,"[1, 2]",base_es,assignment ka plagiarism check hua,check hua assignment ka plagiarism,1.0,0.0,0.0,5,5,0,5,1.0,True,2.4,3.0,0.6,4,0.5,0.5,2,False,True,False,2_switch,0.3766136530980537,0.9595141,0.9595141,0.9595141,0.9335933923721312
128,education,EN-HN-EN-EN-HN,2,2,"[1, 2]",tf_es,plagiarism check hua assignment ka,check hua assignment ka plagiarism,1.0,0.0,0.0,5,5,0,5,1.0,True,1.6,4.0,0.4,2,0.5,0.5,2,False,False,True,2_switch,0.7071067811865476,0.96297556,0.96297556,0.96297556,0.9049475789070128
129,education,EN-HN-EN-HN-HN-HN-HN,4,1,[1],base_tf,class ka projector kaam nahi kar raha,projector kaam nahi kar raha class ka,1.0,1.0,1.0,7,7,0,7,1.0,True,2.857142857142857,5.0,0.4761904761904761,4,0.2,0.8,1,True,False,False,1_switch,0.7071067811865476,0.95214486,0.9467348,0.9494321,0.935870349407196
129,education,EN-HN-EN-HN-HN-HN-HN,4,1,[1],base_es,class ka projector kaam nahi kar raha,kaam nahi kar raha class ka projector,1.0,0.0,0.0,7,7,0,7,1.0,True,3.4285714285714284,4.0,0.5714285714285714,6,0.2,0.8,1,False,True,False,1_switch,0.5946035575013605,0.94827163,0.94827163,0.94827163,0.9608312845230104
129,education,EN-HN-EN-HN-HN-HN-HN,4,1,[1],tf_es,projector kaam nahi kar raha class ka,kaam nahi kar raha class ka projector,1.0,0.0,0.0,7,7,0,7,1.0,True,1.7142857142857142,6.0,0.2857142857142857,2,0.2,0.8,1,False,False,True,1_switch,0.8408964152537146,0.96305156,0.96305156,0.96305156,0.923961341381073
130,education,EN-HN-EN-EN-HN-HN-HN,4,2,"[1, 2]",base_tf,syllabus ka revision plan bana lete hain,revision plan bana lete hain syllabus ka,1.0,1.0,1.0,7,7,0,7,1.0,True,2.857142857142857,5.0,0.4761904761904761,4,0.3333333333333333,0.6666666666666666,2,True,False,False,2_switch,0.7071067811865476,0.96988887,0.96988887,0.96988887,0.8862664103507996
130,education,EN-HN-EN-EN-HN-HN-HN,4,2,"[1, 2]",base_es,syllabus ka revision plan bana lete hain,bana lete hain syllabus ka revision plan,1.0,1.0,1.0,7,7,0,7,1.0,True,3.4285714285714284,4.0,0.5714285714285714,6,0.3333333333333333,0.6666666666666666,2,False,True,False,2_switch,0.5946035575013605,0.97160846,0.9716085,0.97160846,0.86684650182724
130,education,EN-HN-EN-EN-HN-HN-HN,4,2,"[1, 2]",tf_es,revision plan bana lete hain syllabus ka,bana lete hain syllabus ka revision plan,1.0,1.0,1.0,7,7,0,7,1.0,True,2.857142857142857,5.0,0.4761904761904761,4,0.3333333333333333,0.6666666666666666,2,False,False,True,2_switch,0.7071067811865476,0.9768343,0.9768343,0.97683424,0.945973575115204
131,household,EN-HN-EN-HN-HN,3,1,[1],base_tf,room ka fan noise kar raha,fan noise kar raha room ka,1.0,1.0,1.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.25,0.75,1,True,False,False,1_switch,0.6042750794713536,0.95008564,0.95008564,0.9500856,0.9446669220924376
131,household,EN-HN-EN-HN-HN,3,1,[1],base_es,room ka fan noise kar raha,noise kar raha room ka fan,1.0,0.0,0.0,6,6,0,6,1.0,True,3.0,3.0,0.6,6,0.25,0.75,1,False,True,False,1_switch,0.3931466788228678,0.95249945,0.9524994,0.9524995,0.9211357235908508
131,household,EN-HN-EN-HN-HN,3,1,[1],tf_es,fan noise kar raha room ka,noise kar raha room ka fan,1.0,0.0,0.0,6,6,0,6,1.0,True,1.6666666666666667,5.0,0.3333333333333333,2,0.25,0.75,1,False,False,True,1_switch,0.7952707287670506,0.9649861,0.9649861,0.9649861,0.9228742718696594
132,household,EN-HN-EN-HN-HN-HN-HN,4,1,[1],base_tf,bathroom ka geyser warm nahi ho raha,geyser warm nahi ho raha bathroom ka,1.0,1.0,1.0,7,7,0,7,1.0,True,2.857142857142857,5.0,0.4761904761904761,4,0.2,0.8,1,True,False,False,1_switch,0.7071067811865476,0.973063,0.973063,0.973063,0.9360843896865844
132,household,EN-HN-EN-HN-HN-HN-HN,4,1,[1],base_es,bathroom ka geyser warm nahi ho raha,warm nahi ho raha bathroom ka geyser,1.0,0.0,0.0,7,7,0,7,1.0,True,3.4285714285714284,4.0,0.5714285714285714,6,0.2,0.8,1,False,True,False,1_switch,0.5946035575013605,0.966655,0.966655,0.966655,0.9419432878494264
132,household,EN-HN-EN-HN-HN-HN-HN,4,1,[1],tf_es,geyser warm nahi ho raha bathroom ka,warm nahi ho raha bathroom ka geyser,1.0,0.0,0.0,7,7,0,7,1.0,True,1.7142857142857142,6.0,0.2857142857142857,2,0.2,0.8,1,False,False,True,1_switch,0.8408964152537146,0.9696992,0.9696992,0.9696992,0.857400119304657
133,household,EN-EN-EN-HN-HN,2,3,"[0, 1, 2]",base_tf,washing machine ka timer set karo,timer set karo washing machine ka,1.0,1.0,1.0,6,6,0,6,1.0,True,3.0,3.0,0.6,6,0.6,0.4,3,True,False,False,3plus_switch,0.3931466788228678,0.95350325,0.95350325,0.95350325,0.9481403231620787
133,household,EN-EN-EN-HN-HN,2,3,"[0, 1, 2]",base_es,washing machine ka timer set karo,set karo washing machine ka timer,1.0,1.0,1.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.6,0.4,3,False,True,False,3plus_switch,0.6042750794713536,0.9632641,0.96326417,0.96326417,0.9427609443664552
133,household,EN-EN-EN-HN-HN,2,3,"[0, 1, 2]",tf_es,timer set karo washing machine ka,set karo washing machine ka timer,1.0,1.0,1.0,6,6,0,6,1.0,True,1.6666666666666667,5.0,0.3333333333333333,2,0.6,0.4,3,False,False,True,3plus_switch,0.7952707287670506,0.9708317,0.97083163,0.9708317,0.924946129322052
134,household,EN-HN-EN-HN-EN-HN,3,2,"[1, 4]",base_tf,balcony ka door properly band karo,door properly band karo balcony ka,1.0,1.0,1.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.4,0.6,2,True,False,False,2_switch,0.6042750794713536,0.94998485,0.9499849,0.94998485,0.958221673965454
134,household,EN-HN-EN-HN-EN-HN,3,2,"[1, 4]",base_es,balcony ka door properly band karo,band karo balcony ka door properly,1.0,0.0,0.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.4,0.6,2,False,True,False,2_switch,0.6042750794713536,0.9571141,0.956136,0.95662475,0.95631206035614
134,household,EN-HN-EN-HN-EN-HN,3,2,"[1, 4]",tf_es,door properly band karo balcony ka,band karo balcony ka door properly,1.0,0.0,0.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.4,0.6,2,False,False,True,2_switch,0.6042750794713536,0.9541422,0.95365393,0.953898,0.9528797268867492
135,household,EN-HN-EN-EN-EN-HN-HN,2,3,"[2, 3, 4]",base_tf,gas cylinder ka refill book kar do,refill book kar do gas cylinder ka,1.0,1.0,1.0,7,7,0,7,1.0,True,3.4285714285714284,4.0,0.5714285714285714,6,0.6,0.4,3,True,False,False,3plus_switch,0.5946035575013605,0.9522492,0.9522492,0.9522492,0.9192160964012146
135,household,EN-HN-EN-EN-EN-HN-HN,2,3,"[2, 3, 4]",base_es,gas cylinder ka refill book kar do,book kar do gas cylinder ka refill,1.0,1.0,1.0,7,7,0,7,1.0,True,3.4285714285714284,4.0,0.5714285714285714,6,0.6,0.4,3,False,True,False,3plus_switch,0.5946035575013605,0.9626709,0.962671,0.962671,0.9514187574386596
135,household,EN-HN-EN-EN-EN-HN-HN,2,3,"[2, 3, 4]",tf_es,refill book kar do gas cylinder ka,book kar do gas cylinder ka refill,1.0,1.0,1.0,7,7,0,7,1.0,True,1.7142857142857142,6.0,0.2857142857142857,2,0.6,0.4,3,False,False,True,3plus_switch,0.8408964152537146,0.9645319,0.96453196,0.96453196,0.9022526144981384
136,household,EN-HN-EN-EN-HN-HN,3,2,"[1, 2]",base_tf,clock ka alarm disable kar dena,alarm disable kar dena clock ka,1.0,1.0,1.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.4,0.6,2,True,False,False,2_switch,0.6042750794713536,0.9577997,0.9577997,0.9577997,0.8905332684516907
136,household,EN-HN-EN-EN-HN-HN,3,2,"[1, 2]",base_es,clock ka alarm disable kar dena,disable kar dena clock ka alarm,1.0,1.0,1.0,6,6,0,6,1.0,True,3.0,3.0,0.6,6,0.4,0.6,2,False,True,False,2_switch,0.3931466788228678,0.960103,0.960103,0.96010303,0.8794161677360535
136,household,EN-HN-EN-EN-HN-HN,3,2,"[1, 2]",tf_es,alarm disable kar dena clock ka,disable kar dena clock ka alarm,1.0,1.0,1.0,6,6,0,6,1.0,True,1.6666666666666667,5.0,0.3333333333333333,2,0.4,0.6,2,False,False,True,2_switch,0.7952707287670506,0.97505903,0.9750591,0.9750591,0.9140904545783995
137,household,EN-HN-EN-HN-HN-HN,4,1,[1],base_tf,bed ka sheet wash karna reh gaya,sheet wash karna reh gaya bed ka,1.0,1.0,1.0,7,7,0,7,1.0,True,2.857142857142857,5.0,0.4761904761904761,4,0.2,0.8,1,True,False,False,1_switch,0.7071067811865476,0.9498831,0.9498831,0.9498831,0.9101719856262208
137,household,EN-HN-EN-HN-HN-HN,4,1,[1],base_es,bed ka sheet wash karna reh gaya,wash karna reh gaya bed ka sheet,1.0,0.0,0.0,7,7,0,7,1.0,True,3.4285714285714284,4.0,0.5714285714285714,6,0.2,0.8,1,False,True,False,1_switch,0.5946035575013605,0.9469611,0.9469611,0.9469611,0.9041014313697816
137,household,EN-HN-EN-HN-HN-HN,4,1,[1],tf_es,sheet wash karna reh gaya bed ka,wash karna reh gaya bed ka sheet,1.0,0.0,0.0,7,7,0,7,1.0,True,1.7142857142857142,6.0,0.2857142857142857,2,0.2,0.8,1,False,False,True,1_switch,0.8408964152537146,0.96899617,0.96541345,0.9672015,0.9205862879753112
138,household,EN-HN-EN-EN-HN-HN,3,2,"[1, 2]",base_tf,doorbell ka sound low lag raha,sound low lag raha doorbell ka,1.0,1.0,1.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.4,0.6,2,True,False,False,2_switch,0.6042750794713536,0.9532566,0.95325655,0.95325655,0.9502396583557128
138,household,EN-HN-EN-EN-HN-HN,3,2,"[1, 2]",base_es,doorbell ka sound low lag raha,low lag raha doorbell ka sound,1.0,0.0,0.0,6,6,0,6,1.0,True,3.0,3.0,0.6,6,0.4,0.6,2,False,True,False,2_switch,0.3931466788228678,0.96002936,0.96002936,0.96002936,0.905019998550415
138,household,EN-HN-EN-EN-HN-HN,3,2,"[1, 2]",tf_es,sound low lag raha doorbell ka,low lag raha doorbell ka sound,1.0,0.0,0.0,6,6,0,6,1.0,True,1.6666666666666667,5.0,0.3333333333333333,2,0.4,0.6,2,False,False,True,2_switch,0.7952707287670506,0.97703844,0.9770385,0.97703844,0.9001709222793579
139,household,EN-HN-EN-EN-HN-HN,3,2,"[1, 2]",base_tf,sofa ka cushion replace karna padega,cushion replace karna padega sofa ka,1.0,1.0,1.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.4,0.6,2,True,False,False,2_switch,0.6042750794713536,0.9703253,0.9703253,0.9703253,0.9369178414344788
139,household,EN-HN-EN-EN-HN-HN,3,2,"[1, 2]",base_es,sofa ka cushion replace karna padega,replace karna padega sofa ka cushion,1.0,1.0,1.0,6,6,0,6,1.0,True,3.0,3.0,0.6,6,0.4,0.6,2,False,True,False,2_switch,0.3931466788228678,0.96303815,0.9630381,0.96303815,0.9118483662605286
139,household,EN-HN-EN-EN-HN-HN,3,2,"[1, 2]",tf_es,cushion replace karna padega sofa ka,replace karna padega sofa ka cushion,1.0,1.0,1.0,6,6,0,6,1.0,True,1.6666666666666667,5.0,0.3333333333333333,2,0.4,0.6,2,False,False,True,2_switch,0.7952707287670506,0.9617945,0.9617945,0.9617945,0.87893146276474
140,household,EN-HN-EN-EN-HN-HN,3,2,"[1, 2]",base_tf,table ka leg loose ho gaya,leg loose ho gaya table ka,1.0,1.0,1.0,6,6,0,6,1.0,True,2.6666666666666665,4.0,0.5333333333333333,4,0.4,0.6,2,True,False,False,2_switch,0.6042750794713536,0.95191836,0.95191836,0.95191836,0.9222432374954224
140,household,EN-HN-EN-EN-HN-HN,3,2,"[1, 2]",base_es,table ka leg loose ho gaya,loose ho gaya table ka leg,1.0,0.0,0.0,6,6,0,6,1.0,True,3.0,3.0,0.6,6,0.4,0.6,2,False,True,False,2_switch,0.3931466788228678,0.9512098,0.95120984,0.95120984,0.9385026693344116
140,household,EN-HN-EN-EN-HN-HN,3,2,"[1, 2]",tf_es,leg loose ho gaya table ka,loose ho gaya table ka leg,1.0,0.0,0.0,6,6,0,6,1.0,True,1.6666666666666667,5.0,0.3333333333333333,2,0.4,0.6,2,False,False,True,2_switch,0.7952707287670506,0.9697909,0.9697909,0.9697909,0.8650632500648499
141,digital,EN-HN-EN-EN-HN-HN-HN,4,2,"[1, 2]",base_tf,app ka login error baar baar aa raha,login error baar baar aa raha app ka,1.0,1.0,1.0,8,8,0,7,1.0,True,3.0,6.0,0.4285714285714285,4,0.3333333333333333,0.6666666666666666,2,True,False,False,2_switch,0.7652058832556895,0.96426034,0.9642602,0.9642603,0.9612406492233276
141,digital,EN-HN-EN-EN-HN-HN-HN,4,2,"[1, 2]",base_es,app ka login error baar baar aa raha,baar baar aa raha app ka login error,1.0,0.0,0.0,8,8,0,7,1.0,True,4.0,4.0,0.5714285714285714,8,0.3333333333333333,0.6666666666666666,2,False,True,False,2_switch,0.691441569283882,0.94182014,0.9385176,0.940166,0.9624884724617004
141,digital,EN-HN-EN-EN-HN-HN-HN,4,2,"[1, 2]",tf_es,login error baar baar aa raha app ka,baar baar aa raha app ka login error,1.0,0.0,0.0,8,8,0,7,1.0,True,3.0,6.0,0.4285714285714285,4,0.3333333333333333,0.6666666666666666,2,False,False,True,2_switch,0.7652058832556895,0.9669092,0.9640141,0.96545947,0.9642928838729858
142,digital,EN-HN-EN-HN-HN-HN,4,1,[1],base_tf,phone ka camera focus nahi kar raha,camera focus nahi kar raha phone ka,1.0,1.0,1.0,7,7,0,7,1.0,True,2.857142857142857,5.0,0.4761904761904761,4,0.2,0.8,1,True,False,False,1_switch,0.7071067811865476,0.9714211,0.9714211,0.9714211,0.9489498138427734
