id,pair_type,llm_judge_score
437,base_es,1.0
437,tf_es,1.0
438,base_tf,1.0
438,base_es,1.0
438,tf_es,1.0
439,base_tf,1.0
439,base_es,1.0
439,tf_es,0.95
440,base_tf,0.95
440,base_es,0.95
440,tf_es,0.95
441,base_tf,0.95
441,base_es,0.95
441,tf_es,0.95
442,base_tf,0.95
442,base_es,1.0
442,tf_es,0.95
443,base_tf,0.98
443,base_es,1.0
443,tf_es,0.95
444,base_tf,0.95
444,base_es,1.0
444,tf_es,0.9
445,base_tf,0.95
445,base_es,1.0
445,tf_es,0.95
446,base_tf,1.0
446,base_es,1.0
446,tf_es,1.0
447,base_tf,0.95
447,base_es,0.95
447,tf_es,0.9
448,base_tf,1.0
448,base_es,1.0
448,tf_es,1.0
449,base_tf,0.95
449,base_es,0.9
449,tf_es,0.95
450,base_tf,1.0
450,base_es,1.0
450,tf_es,1.0
451,base_tf,0.9
451,base_es,1.0
451,tf_es,0.95
452,base_tf,1.0
452,base_es,0.95
452,tf_es,0.95
453,base_tf,0.95
453,base_es,0.95
453,tf_es,0.9
454,base_tf,0.9
454,base_es,1.0
454,tf_es,0.9
455,base_tf,0.95
455,base_es,1.0
455,tf_es,1.0
456,base_tf,0.95
456,base_es,1.0
456,tf_es,0.9
457,base_tf,1.0
457,base_es,1.0
457,tf_es,0.9
458,base_tf,0.95
458,base_es,1.0
458,tf_es,0.95
459,base_tf,0.95
459,base_es,1.0
459,tf_es,1.0
460,base_tf,0.95
460,base_es,1.0
460,tf_es,1.0
461,base_tf,0.95
461,base_es,0.95
461,tf_es,0.95
462,base_tf,0.95
462,base_es,1.0
462,tf_es,1.0
463,base_tf,0.95
463,base_es,1.0
463,tf_es,0.95
464,base_tf,1.0
464,base_es,1.0
464,tf_es,0.95
465,base_tf,0.95
465,base_es,1.0
465,tf_es,0.95
466,base_tf,0.95
466,base_es,1.0
466,tf_es,0.95
467,base_tf,0.98
467,base_es,1.0
467,tf_es,0.95
468,base_tf,0.95
468,base_es,1.0
468,tf_es,0.95
469,base_tf,0.95
469,base_es,1.0
469,tf_es,0.95
470,base_tf,1.0
470,base_es,1.0
470,tf_es,1.0
471,base_tf,0.95
471,base_es,1.0
471,tf_es,1.0
472,base_tf,0.95
472,base_es,1.0
472,tf_es,0.9
473,base_tf,0.95
473,base_es,0.95
473,tf_es,0.95
474,base_tf,0.95
474,base_es,1.0
474,tf_es,0.95
475,base_tf,0.98
475,base_es,1.0
475,tf_es,0.9
476,base_tf,0.95
476,base_es,1.0
476,tf_es,1.0
477,base_tf,1.0
477,base_es,1.0
477,tf_es,0.95
478,base_tf,0.95
478,base_es,0.95
478,tf_es,0.9
479,base_tf,0.9
479,base_es,1.0
479,tf_es,0.95
480,base_tf,0.95
480,base_es,1.0
480,tf_es,0.95
481,base_tf,0.95
481,base_es,0.95
481,tf_es,0.95
482,base_tf,0.95
482,base_es,1.0
482,tf_es,1.0
483,base_tf,0.98
483,base_es,1.0
483,tf_es,0.95
484,base_tf,0.95
484,base_es,1.0
484,tf_es,0.95
485,base_tf,1.0
485,base_es,1.0
485,tf_es,0.95
486,base_tf,0.95
486,base_es,0.95
486,tf_es,0.95
487,base_tf,0.95
487,base_es,1.0
487,tf_es,0.95
488,base_tf,1.0
488,base_es,1.0
488,tf_es,1.0
489,base_tf,1.0
489,base_es,1.0
489,tf_es,0.95
490,base_tf,0.95
490,base_es,1.0
490,tf_es,0.95
491,base_tf,0.95
491,base_es,1.0
491,tf_es,0.9
492,base_tf,0.95
492,base_es,0.95
492,tf_es,0.9
493,base_tf,0.95
493,base_es,0.9
493,tf_es,0.95
494,base_tf,0.95
494,base_es,1.0
494,tf_es,0.95
495,base_tf,1.0
495,base_es,1.0
495,tf_es,0.9
496,base_tf,0.9
496,base_es,1.0
496,tf_es,0.95
497,base_tf,0.95
497,base_es,0.95
497,tf_es,0.9
498,base_tf,0.95
498,base_es,1.0
498,tf_es,1.0
499,base_tf,0.95
499,base_es,1.0
499,tf_es,0.9
500,base_tf,1.0
500,base_es,1.0
500,tf_es,0.95
