id,model,hyp_base,hyp_topic,hyp_emphasis,reference,BLEU,chrF,BERTScore_F1
147,gemma,customize the sound of notification,sound customize notification,customize the sound of the notification,Want to customize notification sound?,0.0,65.65655606711411,0.9014402230580648
148,llama,The audio is delayed in the video call.,There is an audio delay in the video call.,The audio of the video call is getting delayed.,Audio of video call is getting delayed,0.1916589783922803,56.89743332752648,0.9070940415064493
148,gemma,audio delay for video call,audio delay in video call,audio delay in video call,Audio of video call is getting delayed,0.0,39.51735737729747,0.9189392526944479
149,llama,The cloud backup is showing as incomplete.,The cloud backup appears to be incomplete.,"It looks incomplete, the cloud backup.",Cloud backup appears incomplete,0.0,66.94370405998855,0.9423013726870219
149,gemma,Cloud incomplete backup,Cloud incomplete showing up,incomplete cloud backup,Cloud backup appears incomplete,0.0,52.7527202492919,0.9124570290247599
150,llama,The server's response time is slow.,The server's response time is slow.,The server's response time is slow.,server ka response time slow hai,0.0,59.21072673365838,0.8709545135498047
150,gemma,Server response time is slow,Response time is slow server,slow down the response time of the server,server ka response time slow hai,0.0,56.91115763139219,0.853068470954895
151,llama,Following the doctor's advice is essential.,Following the doctor's advice is necessary.,Following the doctor's advice is necessary.,It is important to follow doctor's advice,0.0,45.95442479226706,0.9119441509246826
151,gemma,Follow doctor's advice.,"""advice follow karna zaroori doctor ka",Follow the doctor's advice to follow.,It is important to follow doctor's advice,0.0,47.986719270977304,0.8745691974957784
152,llama,I noticed a side effect of the medicine.,A notice about the side effects of the medicine.,I noticed the side effect of the medicine.,medicine ka side effect notice hua,0.0,60.34622954720663,0.8695114850997925
152,gemma,side effect of medicine,side effect notice of the medicine,notice the side effect of the medicine,medicine ka side effect notice hua,0.0,61.78493448657677,0.8547714948654175
153,llama,The blood test report came out normal.,The blood test report is normal.,I received the normal report of the blood test.,Blood test report came back normal,0.0,57.9187002635692,0.9415856599807739
153,gemma,The blood test report came back normal.,report normal blood test,normal blood test report,Blood test report came back normal,0.3424138564865945,68.55309348865009,0.9170224070549011
154,llama,The clinic's waiting area was very crowded.,The waiting area was very crowded at the clinic.,The waiting area of the clinic was very crowded.,clinic ka waiting area crowded tha,0.0,59.759943859737774,0.8897141019503275
154,gemma,The waiting area of the clinic was crowded,waiting area crowded at the clinic,crowded the waiting area of the clinic,clinic ka waiting area crowded tha,0.0,67.13498282634988,0.8880271911621094
155,llama,The pain from the injection is a bit more.,The pain is a bit more after the injection.,The pain from the injection is a bit too much.,the amount of injection was a little too much,0.0,33.24601795412142,0.9092129866282145
155,gemma,The injection was a little painful,Pain seems a little bit more with the injection,more pain from the injection,the amount of injection was a little too much,0.13932194173682994,41.118586866514995,0.901249885559082
156,llama,Follow the diet chart strictly.,Follow the diet chart strictly.,Follow the diet chart strictly.,diet ka chart strictly follow karo,0.0,55.20754633176408,0.8692612051963806
156,gemma,strictly follow the diet chart,strictly follow the chart of diet,follow the diet chart strictly,diet ka chart strictly follow karo,0.0,59.39968265346987,0.8553200960159302
157,llama,The hospital's emergency ward is fully occupied.,The hospital's emergency ward is full.,The hospital's emergency ward is full.,hospital ka emergency ward full hai,0.0,61.82981998203964,0.8615440130233765
157,gemma,The emergency ward at the hospital is full,Emergency ward is full in the hospital,full is the emergency ward of the hospital,hospital ka emergency ward full hai,0.0,61.8720702283995,0.8474928935368856
158,llama,The dosage of the tablet has been changed.,The dosage of the tablet has been changed.,The tablet dosage has been changed.,dosage of tablet changed,0.0,62.34828891948896,0.9134752949078878
158,gemma,The dosage of the tablet has changed.,The dosage has changed for the tablet.,change dosage of changed tablet,dosage of tablet changed,0.0,63.429018754468025,0.9128483335177103
159,llama,The physiotherapy session was cancelled.,The physiotherapy session has been cancelled.,The physiotherapy session has been cancelled.,physiotherapy ka session cancel hua,0.0,64.2633522897667,0.8589901328086853
159,gemma,Physiotherapy session cancelled,session cancelled physiotherapy,cancelled physiotherapy session,physiotherapy ka session cancel hua,0.0,69.97642334229865,0.8586641152699789
160,llama,Reschedule the vaccination slot.,Reschedule the vaccination slot.,Reschedule the vaccination appointment.,vaccination ka slot reschedule karna,0.0,55.05261656354429,0.8474686741828918
160,gemma,reschedule the slot for vaccination,reschedule slot for vaccination,reschedule the slot for vaccination,vaccination ka slot reschedule karna,0.0,60.4604871829557,0.8495056827863058
161,llama,I lost my office access card.,My access card got stuck at the office.,My office access card is lost.,office access card lost,0.0,72.99229033523677,0.9376017053922018
161,gemma,The access card for the office is gummed up.,Access card is lost at the office,gummed access card,office access card lost,0.0,55.23741793688938,0.9108653863271078
162,llama,The team's performance review went well.,The team's performance review went well.,The team's performance review went well.,team ka performance review acha raha,0.0,55.257136915765656,0.8488649725914001
162,gemma,team's performance review is going well,performance review seems to be good for the team,good performance review of the team,team ka performance review acha raha,0.0,55.38239160724532,0.840356727441152
163,llama,The client's call came late.,The client called late.,The client's call came late.,Client's call came late,0.0,71.55295926224589,0.9280943870544434
163,gemma,Client called late.,call late aaya client ka,late aaya client ka call,Client's call came late,0.0,34.734308257192275,0.8615220586458842
164,llama,The budget of the proposal will have to be revised.,The budget will have to be revised according to the proposal.,The budget of the proposal will have to be revised.,The budget of the proposal will have to be revised,0.7317892797910437,92.155074193247,0.9811806281407675
164,gemma,The budget of the proposal should be revised.,Budget should be revised in the proposal,revise the budget of the proposal,The budget of the proposal will have to be revised,0.27881135636934107,59.960434654414065,0.9385292331377665
165,llama,The deadline is becoming too much pressure.,The deadline is becoming too much pressure.,The deadline pressure is becoming too much.,Deadline pressure is increasing,0.0,48.10676908648531,0.9104818304379781
165,gemma,The deadline is getting more pressure,More pressure is on the deadline,more pressure due to deadline,Deadline pressure is increasing,0.0,48.707732417877345,0.9142813881238302
166,llama,The office internet is unstable.,The internet is unstable and lagging at the office.,The office internet connection is unstable.,office ka internet unstable lag raha,0.0,50.128665622146286,0.855342169602712
166,gemma,Internet is unstable in the office,Internet seems to be unstable at the office.,seems to be unstable office internet,office ka internet unstable lag raha,0.0,48.27888430149756,0.842667837937673
167,llama,The report's format pleased the client.,The report format pleased the client.,The client liked the report's format.,The client liked the format of the report,0.16249375564124793,61.18993303797884,0.946903645992279
167,gemma,The report format was well received by the client.,Format the client liked the report format,liked the format of the report,The client liked the format of the report,0.35374594961258615,65.18524673439447,0.9306207696596781
168,llama,Circulate the meeting minutes.,The minutes of the meeting need to be circulated.,To circulate the minutes of the meeting.,meeting ka minutes circulate kar dena,0.0,50.764205849911505,0.8214494784673055
168,gemma,Circulate the minutes of the meeting.,Circulate the meeting minutes,Circulate the meeting minutes.,meeting ka minutes circulate kar dena,0.0,50.05393030860083,0.8104032874107361
169,llama,Let's rehearse the presentation one more time.,Let's do a rehearsal one more time before the presentation.,Let's do another rehearsal for the presentation.,Rehearse the presentation one more time,0.2366320704006702,73.02417202882096,0.9261837402979533
169,gemma,Rehearsal for presentation one more time,Rehearsal one more time for presentation,rehearse for presentation one more time,Rehearse the presentation one more time,0.425962069497515,75.93647213020466,0.9369808634122213
170,llama,The team's standup meeting was skipped.,The team's standup meeting got skipped.,The team's standup meeting got skipped.,The team's breast-doop meeting was skipped.,0.247667439988448,58.06097116186019,0.9357488552729288
170,gemma,skip the team standup meeting,Standup meeting skipped team,skip the team's standup meeting,The team's breast-doop meeting was skipped.,0.0,36.851983617365796,0.8824992577234904
171,llama,The party venue has been confirmed.,The venue for the party has been confirmed.,The party venue has been confirmed.,Party venue confirmed,0.0,62.685052270417316,0.9369176427523295
171,gemma,venue confirmed for party,venue confirmed for party,confirmed the party venue,Party venue confirmed,0.0,75.52937345034614,0.9085169235865275
172,llama,The group's plan was changed at the last moment.,The plan was changed at the last moment for the group.,The group's plan was changed at the last moment.,Group the Plan Less Message Pense,0.0,18.31063516058075,0.8436077833175659
172,gemma,The group's plan changed at the last moment.,The plan changed at the last moment by the group,Change the group's plan at the last moment,Group the Plan Less Message Pense,0.0,18.29562690274433,0.8485095898310343
173,llama,The message reply came very late.,The message came very late in reply.,The message came late and the reply was quite delayed.,The reply to the message came quite late,0.0,53.482469573680135,0.9512434601783752
173,gemma,The message was replied very late.,reply was very late to the message,reply to late message,The reply to the message came quite late,0.0,41.697503857533356,0.9149511059125265
174,llama,Your friend's mood seems to be off.,Your friend is in a bad mood.,Your friend's mood is off.,Friend's mood seems off,0.0,51.85421448853768,0.9293515086174011
174,gemma,Friend is off mood,mood off seems like a friend,Off seems like friend's mood,Friend's mood seems off,0.0,46.91695599780493,0.9022234876950582
175,llama,The call's response was a bit cold.,The response was a bit cold to the call.,The call was cold and the response was a bit slow.,The response to the call was a bit cold,0.300119139931272,70.06192173566716,0.9536283214886984
175,gemma,The response to the call was a little cold,Response was a little cold call,The call response was a little cold.,The response to the call was a bit cold,0.33844254302788834,55.195172109639465,0.9536932905515035
176,llama,Save the chat screenshot.,Save the screenshot of the chat.,Save the chat screenshot.,Save chat screenshots,0.0,74.27257547845345,0.9358681837717692
176,gemma,save screenshot chat,screenshot save,save screenshot of chat chat,Save chat screenshots,0.0,59.37790236251572,0.9084855914115906
177,llama,I missed the invitation to the event.,The invitation got missed for the event.,The invitation for the event has been missed.,Event invitation missed,0.0,59.72865617071922,0.924705962340037
177,gemma,The event invitation was missed.,invitation miss ho gaya event ka,Miss out on the event invitation.,Event invitation missed,0.0,67.99933957042313,0.876302699247996
178,llama,The reaction to the status was quite funny.,The reaction was quite funny.,The funny status got a lot of reactions.,status ka reaction kaafi funny tha,0.0,40.23146822680748,0.8427180449167887
178,gemma,The status reaction was funny,The reaction was funny,The status of the status was very funny,status ka reaction kaafi funny tha,0.0,35.05722076843535,0.8440578778584799
179,llama,The notification for the group chat has been muted.,The group chat notification has been muted.,Turned off the notification for the group chat.,Group chat notification muted,0.0,68.97271828254496,0.9156193137168884
179,gemma,mute the notification for group chat,mute the group chat notification,muted the group chat notification,Group chat notification muted,0.0,76.27579085733012,0.9181160728136698
180,llama,The meeting time was shifted at the last minute.,The time for the meetup got shifted at the last minute.,The meeting time got shifted at the last minute.,Meetup is the Time Last Menate Peel Shirt,0.0,21.775508375162804,0.8196215430895487
180,gemma,The meetup time shifted last minute,Shift meetup time to the last minute,shift the meetup time last minute,Meetup is the Time Last Menate Peel Shirt,0.0,23.413288154619455,0.8062846064567566
181,llama,The bus route map seems outdated.,The bus route map is outdated.,The bus route map is outdated.,bus ka route map outdated lag raha,0.0,47.415675946645855,0.8744520346323649
181,gemma,The bus route map is becoming outdated.,The route map is outdated.,Outdated looking route map,bus ka route map outdated lag raha,0.0,45.95250189304832,0.8689221938451132
182,llama,The traffic signal timing has been changed.,The traffic signal timing has been changed.,The timing of traffic signals has been changed.,traffic ka signal timing change hua,0.0,57.91860605045911,0.8664025266965231
182,gemma,traffic signal timing change,signal timing change has caused traffic,change in traffic signal timing,traffic ka signal timing change hua,0.0,71.71703148611824,0.8795789281527201
183,llama,The cab fare is surging.,The taxi fare is surging.,The taxi fare is increasing rapidly.,cab ride on the sun,0.0,14.101525202683977,0.8699635068575541
183,gemma,The surge in the fare of the cab,Fare surge is on.,the surge is on the cab fare,cab ride on the sun,0.0,27.322501486762096,0.8668841123580933
184,llama,The metro platform screen is blank.,The platform screen is blank for the metro.,The metro platform screen is blank.,metro platform screen is blank,0.49550984391239444,91.57119152550958,0.9540927410125732
184,gemma,blank platform screen of the metro,Platform screen blank is metro ka,blank is the platform screen of the metro,metro platform screen is blank,0.0,66.44786853714966,0.8784300684928894
185,llama,The driver's navigation is showing the wrong direction.,The navigation is showing the wrong direction.,The driver is showing a wrong direction on the navigation.,Driver's navigation showing wrong direction,0.0,70.49867113645644,0.9275464415550232
185,gemma,driver's navigation showing wrong direction,The driver is showing the wrong direction for navigation,Wrong direction driver navigation,Driver's navigation showing wrong direction,0.22886301598967976,74.60683474615362,0.9346562425295512
186,llama,The road diversion turned out to be unexpected.,An unexpected diversion came on the road.,An unexpected diversion came up on the road.,road ka diversion unexpected nikla,0.0,56.11834102396013,0.8325523138046265
186,gemma,The road diversion was unexpected.,The diversion was unexpected.,unexpected diversion of road,road ka diversion unexpected nikla,0.0,55.73976008490793,0.8349643548329672
187,llama,The parking slot is a bit narrow.,The parking slot is a bit narrow.,The parking slot is a bit narrow.,The parking slot is a bit narrow,0.8408964152537145,99.15184251822531,0.9866135120391846
187,gemma,The parking slot is a little narrow,Slot is a little narrow for parking,Narrow parking slot is a little,The parking slot is a bit narrow,0.402589725324098,62.119930491543144,0.9597170551617941
188,llama,The card machine at the petrol pump is not working.,The card machine at the petrol pump is not working.,The card machine at the petrol pump is not working.,petrol pump ka card machine down hai,0.0,56.6358089414898,0.8553466796875
188,gemma,Card machine at the gas pump is down,Card machine is down at the gas pump,card machine at the down petrol pump,petrol pump ka card machine down hai,0.0,50.43626170075501,0.848866323630015
189,llama,The bike's engine sound is unusual.,The bike's engine is making an unusual lagging sound.,There's an unusual lag in the bike's engine sound.,bike and engine,0.0,35.515169841615865,0.8680630723635355
189,gemma,The engine of the bike sounds unusual,engine sound unusual for bike,sounds unusual bike engine,bike and engine,0.0,41.107505644225874,0.8744285305341085
190,llama,The taxi meter is moving very fast.,The auto's fare meter is running fast.,The auto's fare meter is moving very fast.,auto fare meter running fast,0.0,47.1180270192766,0.9317109187444051
190,gemma,The fare meter is moving fast.,The fare meter is moving fast in the auto.,fast moving auto fare meter,auto fare meter running fast,0.0,54.71086916706368,0.9282306830088297
191,llama,The shortcut to the route seems risky.,Taking a shortcut is proving to be a risky route.,The shortcut is proving to be a risky route.,shortcut receipt,0.0,37.20220649874608,0.8540980021158854
191,gemma,route shortcut seems risky,shortcut looks risky on the route,risky shortcut route,shortcut receipt,0.0,44.865471709845,0.8691941698392233
192,llama,The traffic police checkpoint is ahead.,The traffic police checkpoint is ahead.,There is a traffic police checkpoint ahead.,Traffic police checkpoint ahead,0.0,85.12047649352562,0.9456963737805685
192,gemma,traffic police checkpoint ahead,Checkpoint is ahead traffic police,coming up is a traffic police checkpoint,Traffic police checkpoint ahead,0.0,79.84519175350756,0.9250492254892985
193,llama,The seat belt reminder is beeping.,The seat belt reminder is beeping.,The seat belt reminder is beeping.,Seat belt reminder beep is coming.,0.0,63.133994358132284,0.9380027651786804
193,gemma,The seat belt reminder beeps.,reminder beep seat belt ka,beep reminder of seat belt,Seat belt reminder beep is coming.,0.0,55.9170511095636,0.9022089838981628
194,llama,The navigation system has a reroute option.,A rerouting option has been provided for navigation.,The navigation option has been rerouted.,Reroute option for navigation came,0.0,55.632111121195884,0.8751688400904337
194,gemma,reroute option for navigation,reroute option aaya navigation ka,reroute for navigation option aaya,Reroute option for navigation came,0.0,69.9830756759684,0.887148380279541
195,llama,The toll plaza did not scan my FASTag.,The FASTag scan did not happen at the toll plaza.,The FASTag at the toll plaza has not been scanned.,Fastag scan of toll plaza was not done,0.0,37.743719049723424,0.9038597742716471
195,gemma,Fastag scan at toll plaza not fastag,Fastag scan not done at toll plaza,Fastag not scanned toll plaza,Fastag scan of toll plaza was not done,0.0,56.20906296277567,0.9368131558100382
196,llama,Can you suggest an alternative route.,Please suggest an alternative route.,Suggest an alternative route.,route ka alternative suggest kar do,0.0,56.34359488957189,0.8250862956047058
196,gemma,Suggest an alternative route for the traffic,Suggest alternative route,suggest an alternative route,route ka alternative suggest kar do,0.0,54.42965087668029,0.8153337637583414
197,llama,The exit gate of the station is on the left side.,The exit gate is located on the left side of the station.,The exit gate of the station is on the left side.,station ka exit gate left side pe hai,0.0,55.8299393081314,0.8373165527979533
197,gemma,the exit gate on the left side of the station,the exit gate is on the left side of the station,exit gate on the left side of station,station ka exit gate left side pe hai,0.0,57.87117912207964,0.835865338643392
198,llama,The bus conductor has changed.,The bus conductor has changed.,The bus conductor has changed.,the bus conductor changed,0.0,77.95241118714358,0.9558701515197754
198,gemma,The bus conductor changed.,conductor change ho gaya bus ka,change the conductor of the bus,the bus conductor changed,0.0,74.8878719971915,0.9089149435361227
199,llama,The first coach of the metro is for ladies.,The first coach is reserved for ladies in the metro.,Women's compartment or Ladies' coach.,Metro's first coach for ladies,0.0,48.97707231259453,0.8723984758059183
199,gemma,first coach of metro ladies,first coach ladies for metro,Metro first coach for ladies,Metro's first coach for ladies,0.3261606808778524,65.0941674725154,0.9077037771542867
200,llama,The overall experience of the journey was smooth.,The overall experience was a smooth journey.,The overall journey experience was smooth.,journey ka overall experience smooth raha,0.0,63.92165111568248,0.8887759248415629
200,gemma,The overall journey is smooth,Overall experience was smooth journey,smooth overall experience of journey,journey ka overall experience smooth raha,0.0,58.26808760793662,0.8800902565320333
201,llama,The train's arrival time has been delayed.,The train's arrival time was late.,The train is late with its arrival time.,Train arrival time was late,0.16036590969929357,61.438974249625474,0.9378237724304199
201,gemma,The train arrived late,The arrival time was late for the train.,late ho gaya train ka arrival time,Train arrival time was late,0.1869799692516887,58.50636984900489,0.9073986808458964
202,llama,The bus conductor is checking tickets.,The bus conductor is checking tickets.,The bus conductor is checking tickets.,bus conductor checking tickets,0.0,85.09693290735501,0.956061840057373
202,gemma,conductor checking ticket for bus,conductor ticket check kar raha bus ka,check the conductor if the bus,bus conductor checking tickets,0.0,60.25713406960209,0.8825270334879557
203,llama,The platform announcement was not clearly heard.,The announcement was not clearly made on the platform.,The announcement from the platform was not clearly heard.,Platform announcement not heard clearly,0.0,64.55616521617253,0.9308927059173584
203,gemma,Platform announcement not clear,The announcement was not clear heard on the platform,Not clear the platform announcement.,Platform announcement not heard clearly,0.0,64.72603889682091,0.9040476083755493
204,llama,The seat number is on the window side.,The number on the window side is the seat number.,The seat number is on the window side.,ban',0.0,7.500000000000001,0.8089391787846884
204,gemma,What is the seat number on the window side?,number window side seat,What is the seat number on the window side?,ban',0.0,8.152173913043478,0.8089723388353983
205,llama,A stop was added in the middle of the journey.,Stop adding extra things in the middle of the journey.,An extra person was added during the journey and we had to stop.,Stop extra added in the middle of the journey,0.34953726541357,62.41535481972779,0.9373186826705933
205,gemma,Extra stop on the journey,stop in the middle of the journey,stop between the journey of extra,Stop extra added in the middle of the journey,0.26152969791501685,46.33821596671187,0.8843167821566263
206,llama,The order at the restaurant is being delayed.,The order is being delayed at the restaurant.,The restaurant's order is being delayed.,Restaurant order is getting delayed,0.0,61.513054757044515,0.9227937261263529
206,gemma,The restaurant is delaying the order,Order delay at the restaurant,delayed restaurant order,Restaurant order is getting delayed,0.0,48.62058142632958,0.8920272588729858
207,llama,The portion on the plate is a bit less.,Put a little less portion on the plate.,The portion on the plate seems a bit small.,plate ka portion thoda kam laga,0.0,34.091588757193506,0.798099676767985
207,gemma,The portion of the plate was a little small.,The portion was a little short.,It looked like a little portion of the plate.,plate ka portion thoda kam laga,0.0,29.794144599629757,0.7986049056053162
208,llama,The dish's taste was not as expected.,The taste was not as expected in the dish.,The dish's taste was not as expected.,The taste of the dish was not as expected,0.3594803346409317,69.06712299595755,0.9718723098436991
208,gemma,The dish did not taste as expected.,The dish did not taste as expected.,not expected the taste of the dish,The taste of the dish was not as expected,0.16922127151394414,55.277351667409604,0.9564575552940369
209,llama,The order's parcel was not properly sealed.,The parcel was not properly sealed for the order.,The seal of the parcel was not proper.,The parcel of the order was not properly sealed,0.28429111985453454,70.11229998548023,0.9526155392328898
209,gemma,The order was not properly sealed,The parcel was not properly sealed.,The seal was not properly on the parcel.,The parcel of the order was not properly sealed,0.35004433778621363,66.06264225790946,0.9518845280011495
210,llama,The item on the menu is temporarily unavailable.,The item is temporarily out of stock on the menu.,This menu item is temporarily unavailable.,Menu item is temporarily unavailable,0.18830895690389965,74.11224929712137,0.9481848478317261
210,gemma,menu item temporarily unavailable,item temporarily unavailable from the menu,temporarily unavailable is the menu item,Menu item is temporarily unavailable,0.0,78.65274494067897,0.9115716814994812
211,llama,The product's warranty card is missing.,The product's warranty card is missing.,The product is missing its warranty card.,product ka warranty card missing hai,0.0,63.66565576136867,0.8610861301422119
211,gemma,missing the product warranty card,warranty card missing from product,missing the product warranty card,product ka warranty card missing hai,0.0,68.26882718616278,0.8522535562515259
212,llama,The exchange option is not available for this item.,The exchange option is not available for this item.,The exchange option for this item is not available.,Item exchange option not available,0.0,72.48468993089116,0.9411222139994303
212,gemma,item exchange option not available,exchange option not available,Not available exchange option item,Item exchange option not available,0.5235750773741703,86.63831459684837,0.9599383870760599
213,llama,The order tracking link is not working.,The tracking link is not working for the order.,The order tracking link is not working.,Order tracking link not working,0.0,77.03457405323542,0.9429732362429301
213,gemma,The tracking link is not working.,tracking link not working for order,not tracking link,Order tracking link not working,0.30856960108358766,67.3111302536871,0.9448087612787882
214,llama,The total amount in the cart has been changed.,The total amount has changed for the cart.,The cart's total amount has changed.,Cart total amount changed,0.0,62.354052327836165,0.9178641239802042
214,gemma,The total amount of the cart has changed.,The total amount has changed in the cart.,change the total amount of the cart,Cart total amount changed,0.0,62.12569571912443,0.9178093075752258
215,llama,The offer's validity is expiring tomorrow.,The offer's validity is expiring soon.,The offer is expiring tomorrow.,offer valid until it expires,0.0,32.03632720116765,0.8758018215497335
215,gemma,The validity of the offer expires tomorrow.,Validity of the offer is expiring tomorrow,The validity of the offer is expiring today.,offer valid until it expires,0.0,35.70512996648094,0.8638288776079813
216,llama,The meeting's start time has been postponed.,The meeting's start time has been postponed.,The meeting's start time has been postponed.,meeting time postpones,0.0,54.50339523589012,0.8802610635757446
216,gemma,The start time of the meeting was postponed,postponed start time of meeting,start time of postponed meeting,meeting time postpones,0.0,59.11612801133177,0.884596566359202
217,llama,The task has a high priority level.,The task has a high priority level.,The task has a high priority level.,The priority level of the task is high,0.0,57.68093365380916,0.9475353956222534
217,gemma,Task priority level is high,Priority level is high for the task,High priority level of task,The priority level of the task is high,0.0,58.969600656501086,0.9491397142410278
218,llama,The document's version is becoming outdated.,The document's version is outdated.,The document's version is outdated.,document ka version outdated lag raha,0.0,51.82516916397159,0.8359984954198202
218,gemma,The document is outdated,The version is outdated,outdated version of document,document ka version outdated lag raha,0.0,45.65551041058819,0.8231620987256368
219,llama,The call's audio is not coming clear.,The audio is not coming clear on the call.,The call's audio is not coming through clearly.,Call audio is not coming clear,0.39822495935730223,75.61749743859623,0.9438234170277914
219,gemma,audio is not clear,audio is not clear on the call,Not clear the audio call,Call audio is not coming clear,0.0,45.51383048682162,0.8671558698018392
220,llama,Send a summary of the discussion via email.,Send a summary email regarding the discussion.,Send a summary of the discussion via email.,dissusion is complete,0.0,23.989563979887485,0.8359565337498983
220,gemma,Mail me a summary of the discussion.,Send a summary of the discussion to the mail.,Send me a mail summary of the discussion,dissusion is complete,0.0,25.149454817299816,0.8375961383183798
221,llama,The lecture's slide deck is not downloading.,The slide deck is not downloading for the lecture.,The lecture's slide deck is not downloading.,Lecture slide deck not downloading,0.0,73.4085955669491,0.9214001695315043
221,gemma,I can't download the slide deck for the lecture,slide deck download not available for lecture,I am not downloading the slide deck of the lecture,Lecture slide deck not downloading,0.0,63.294409348515316,0.8884386221567789
222,llama,The invigilator of the exam was late.,The invigilator arrived late for the exam.,The invigilator arrived late for the exam.,Exam invigilator came late,0.0,49.25554544023405,0.9446181257565817
222,gemma,The invigilator for the exam was late.,Invigilator late arrived for the exam,late arrived invigilator of exam,Exam invigilator came late,0.0,49.562029349543224,0.9179545243581136
223,llama,The class attendance register is missing.,The attendance register is missing for the class.,The attendance register for the class is missing.,class ka attendance register missing hai,0.0,67.48279567236024,0.8568463524182638
223,gemma,The attendance register is missing for the class.,attendance register missing class,missing the attendance register for class,class ka attendance register missing hai,0.0,71.29399946058619,0.8421982129414877
224,llama,I understood the project demo clearly.,I understand the project clearly now.,I clearly understood the project's demo.,Demo of the project was clearly understood,0.0,60.78419763090138,0.916465183099111
224,gemma,Project demo clearly understood,demo clearly understood the project,clearly understood the demo of the project,Demo of the project was clearly understood,0.0,70.01087384624645,0.9116689165433248
225,llama,The seminar schedule was changed at the last minute.,There was a last-minute change in the seminar's schedule.,The seminar schedule was changed at the last minute.,seminar ka schedule last minute change hua,0.0,62.63112451763101,0.8701327244440714
225,gemma,The seminar schedule was last minute change.,The schedule last minute change of seminar,change the schedule of the seminar last minute,seminar ka schedule last minute change hua,0.22284723189717356,69.63702389492266,0.8763522307078043
226,llama,The hostel's mess food seems average.,The hostel food is average.,The hostel's mess food is quite average.,hostel ka mess food average lag raha,0.0,44.50327130829209,0.8305499951044718
226,gemma,The mess food at the hostel is average,The mess food is average at the hostel,sounds like the hostel mess is average food,hostel ka mess food average lag raha,0.0,46.82851281539307,0.829511801401774
227,llama,The whiteboard marker has dried out.,The marker has dried up on the whiteboard.,The whiteboard marker has dried out.,whiteboard ka marker dry ho gaya,0.0,45.90494282208002,0.834068218866984
227,gemma,The whiteboard marker is dry,Marker dryed out the whiteboard,dry out the whiteboard marker,whiteboard ka marker dry ho gaya,0.0,51.119632922682335,0.8236401677131653
228,llama,The submission portal for the assignment is slow.,The assignment submission portal is slow.,The submission portal is slow.,assignment ka submission portal slow hai,0.0,63.08658080296672,0.8593568205833435
228,gemma,The submission portal is slow for the assignment,submission portal is slow for assignment,slow down the submission portal for the assignment,assignment ka submission portal slow hai,0.0,67.84587620955588,0.8422809839248657
229,llama,The class syllabus is not aligned properly.,Lack of clarity in the syllabus for the class.,The class syllabus is not clear.,class ka syllabus alignment clear nahi,0.0,36.5459632238792,0.8444930116335551
229,gemma,Not clear the syllabus alignment class,syllabus alignment not clear for class,Not clear the syllabus alignment of the class,class ka syllabus alignment clear nahi,0.0,67.08089303835999,0.8658730189005533
230,llama,The tutorial's recording link has expired.,The recording link has expired for the tutorial.,The tutorial's recording link has expired.,Tutorial recording link expired,0.0,70.41088572315546,0.9353237748146057
230,gemma,The link to the tutorial recording expired,recording link expired tutorial,expired link to tutorial recording,Tutorial recording link expired,0.0,77.56015209081045,0.9132448236147562
231,llama,The kitchen sink is leaking water.,There's a water leak coming from the kitchen sink.,The kitchen sink is leaking water.,sink water leak sink,0.0,39.47384344413032,0.8886746962865194
231,gemma,water leak in kitchen sink,sink water leak in the kitchen,leak in the kitchen sink water,sink water leak sink,0.0,59.42662840760676,0.8882795969645182
232,llama,The curtain in the room is not sliding properly.,The curtain is not sliding properly in the room.,The curtain in the room is not sliding properly.,Room curtain not sliding properly,0.0,72.50414629759794,0.9549784660339355
232,gemma,The curtain in the room is not properly sliding,The curtain should properly slide into the room.,slide not properly closing the curtain in the room,Room curtain not sliding properly,0.0,50.47294213486715,0.9307596683502197
233,llama,The bedroom's switchboard is loose.,The switchboard is loose in the bedroom.,The bedroom's switchboard is loose.,bedroom ka switch board loose lag raha,0.0,52.22900028053902,0.8477832674980164
233,gemma,The switch board in the bedroom is loose,switch board loose in bedroom,Loose the switch board in the bedroom,bedroom ka switch board loose lag raha,0.0,54.934572248018576,0.8371847867965698
234,llama,The stock of washing powder has run out.,The stock of washing powder is finished.,The stock of washing powder has run out.,Washing powder ka stock khatam ho gaya,0.0,42.73395232806839,0.814815084139506
234,gemma,stock of washing powder is finished,Stock is finished washing powder.,stock of washing powder is finished,Washing powder ka stock khatam ho gaya,0.0,40.89398371305029,0.8068998456001282
235,llama,The balcony plant's water needs were neglected.,The plant was left to water on the balcony.,The plant on the balcony was left to wither away.,It remains to water the balcony plant.,0.0,46.400938717434755,0.9022862513860067
235,gemma,Water the plant on the balcony.,water the plant on the balcony,Water the plant on the balcony.,It remains to water the balcony plant.,0.0,51.39199084097225,0.9143391847610474
236,llama,The bathroom's exhaust fan is making a lot of noise.,The exhaust fan is making a lot of noise in the bathroom.,The bathroom's exhaust fan is making a lot of noise.,bathroom exhaust fan making noise,0.0,63.28153658828741,0.9311611453692118
236,gemma,bathroom exhaust fan noise,Exhaust fan noise in bathroom,noise from the bathroom exhaust fan,bathroom exhaust fan making noise,0.0,65.04631333782302,0.9289411902427673
