id,domain,base,variant_topic_fronting,variant_emphasis_shift,reference_en,bleu_base_vs_topic,bleu_base_vs_emph,bertscore_base_vs_topic,bertscore_base_vs_emph,comet_base_vs_topic,comet_base_vs_emph
148,digital,video call ka audio delay ho raha,audio delay ho raha video call ka,delay ho raha video call ka audio,Audio of video call is getting delayed,0.5946035575013604,0.5946035575013604,0.9457119703292847,0.9304773211479187,,
149,digital,cloud ka backup incomplete dikh raha,backup incomplete dikh raha cloud ka,incomplete dikh raha cloud ka backup,Cloud backup appears incomplete,0.6042750794713535,0.5081327481546147,0.9415120482444763,0.9397473335266113,,
150,digital,server ka response time slow hai,response time slow hai server ka,slow hai server ka response time,server ka response time slow hai,0.6042750794713535,0.6042750794713535,0.9247375726699829,0.931465744972229,,
151,health,doctor ka advice follow karna zaroori,advice follow karna zaroori doctor ka,follow karna zaroori doctor ka advice,It is important to follow doctor's advice,0.6042750794713535,0.5081327481546147,0.9489098191261292,0.9473572373390198,,
152,health,medicine ka side effect notice hua,side effect notice hua medicine ka,notice hua medicine ka side effect,medicine ka side effect notice hua,0.6042750794713535,0.6042750794713535,0.9185283780097961,0.9297401309013367,,
153,health,blood test ka report normal aaya,report normal aaya blood test ka,normal aaya blood test ka report,Blood test report came back normal,0.5081327481546147,0.6042750794713535,0.9326470494270325,0.9266598224639893,,
154,health,clinic ka waiting area crowded tha,waiting area crowded tha clinic ka,crowded tha clinic ka waiting area,clinic ka waiting area crowded tha,0.6042750794713535,0.6042750794713535,0.9036470055580139,0.9256025552749634,,
155,health,injection ka pain thoda zyada laga,pain thoda zyada laga injection ka,zyada laga injection ka pain thoda,the amount of injection was a little too much,0.6042750794713535,0.6042750794713535,0.9566793441772461,0.8757864236831665,,
156,health,diet ka chart strictly follow karo,chart strictly follow karo diet ka,follow karo diet ka chart strictly,diet ka chart strictly follow karo,0.6042750794713535,0.6042750794713535,0.9292418360710144,0.9050348997116089,,
157,health,hospital ka emergency ward full hai,emergency ward full hai hospital ka,full hai hospital ka emergency ward,hospital ka emergency ward full hai,0.6042750794713535,0.6042750794713535,0.9388450980186462,0.9329317808151245,,
158,health,tablet ka dosage change hua,dosage change hua tablet ka,change hua tablet ka dosage,dosage of tablet changed,0.49999999999999994,0.49999999999999994,0.933352530002594,0.9292515516281128,,
159,health,physiotherapy ka session cancel hua,session cancel hua physiotherapy ka,cancel hua physiotherapy ka session,physiotherapy ka session cancel hua,0.49999999999999994,0.49999999999999994,0.9164196252822876,0.9189963340759277,,
160,health,vaccination ka slot reschedule karna,slot reschedule karna vaccination ka,reschedule karna vaccination ka slot,vaccination ka slot reschedule karna,0.49999999999999994,0.49999999999999994,0.9284994602203369,0.9156668186187744,,
161,work,office ka access card gum ho gaya,access card gum ho gaya office ka,gum ho gaya office ka access card,office access card lost,0.7071067811865478,0.5946035575013604,0.9441738128662109,0.944168746471405,,
162,work,team ka performance review acha raha,performance review acha raha team ka,acha raha team ka performance review,team ka performance review acha raha,0.6042750794713535,0.6042750794713535,0.9405387043952942,0.9256142377853394,,
163,work,client ka call late aaya,call late aaya client ka,late aaya client ka call,Client's call came late,0.49999999999999994,0.49999999999999994,0.9225000143051147,0.9236584305763245,,
164,work,proposal ka budget revise karna hoga,budget revise karna hoga proposal ka,revise karna hoga proposal ka budget,The budget of the proposal will have to be revised,0.6042750794713535,0.5081327481546147,0.9432873129844666,0.943966269493103,,
165,work,deadline ka pressure zyada ho raha,pressure zyada ho raha deadline ka,zyada ho raha deadline ka pressure,Deadline pressure is increasing,0.6042750794713535,0.5081327481546147,0.9514182806015015,0.9175835251808167,,
166,work,office ka internet unstable lag raha,internet unstable lag raha office ka,unstable lag raha office ka internet,office ka internet unstable lag raha,0.6042750794713535,0.5081327481546147,0.9219785928726196,0.9273402094841003,,
167,work,report ka format client ko pasand aaya,format client ko pasand aaya report ka,pasand aaya report ka format client ko,The client liked the format of the report,0.7071067811865478,0.7071067811865478,0.9394730925559998,0.9144266843795776,,
168,work,meeting ka minutes circulate kar dena,minutes circulate kar dena meeting ka,circulate kar dena meeting ka minutes,meeting ka minutes circulate kar dena,0.6042750794713535,0.5081327481546147,0.9309182167053223,0.9316386580467224,,
169,work,presentation ka rehearsal ek baar aur karte,rehearsal ek baar aur karte presentation ka,ek baar aur karte presentation ka rehearsal,Rehearse the presentation one more time,0.7071067811865478,0.5946035575013604,0.9519602656364441,0.9325675964355469,,
170,work,team ka standup meeting skip ho gaya,standup meeting skip ho gaya team ka,skip ho gaya team ka standup meeting,The team's breast-doop meeting was skipped.,0.7071067811865478,0.5946035575013604,0.9260131120681763,0.9544392228126526,,
171,social,party ka venue confirm ho gaya,venue confirm ho gaya party ka,confirm ho gaya party ka venue,Party venue confirmed,0.6042750794713535,0.5081327481546147,0.9437370896339417,0.9411351680755615,,
172,social,group ka plan last moment pe change hua,plan last moment pe change hua group ka,change hua group ka plan last moment pe,Group the Plan Less Message Pense,0.7652058832556893,0.7652058832556893,0.9332926273345947,0.9366479516029358,,
173,social,message ka reply kaafi late aaya,reply kaafi late aaya message ka,late aaya message ka reply kaafi,The reply to the message came quite late,0.6042750794713535,0.6042750794713535,0.941866934299469,0.9367884993553162,,
174,social,friend ka mood off lag raha,mood off lag raha friend ka,off lag raha friend ka mood,Friend's mood seems off,0.6042750794713535,0.5081327481546147,0.9302043914794922,0.9369378089904785,,
175,social,call ka response thoda cold tha,response thoda cold tha call ka,cold tha call ka response thoda,The response to the call was a bit cold,0.6042750794713535,0.6042750794713535,0.910455048084259,0.9172234535217285,,
176,social,chat ka screenshot save kar lena,screenshot save kar lena chat ka,save kar lena chat ka screenshot,Save chat screenshots,0.6042750794713535,0.5081327481546147,0.9440553784370422,0.9324005246162415,,
177,social,event ka invitation miss ho gaya,invitation miss ho gaya event ka,miss ho gaya event ka invitation,Event invitation missed,0.6042750794713535,0.5081327481546147,0.9367513656616211,0.937316358089447,,
178,social,status ka reaction kaafi funny tha,reaction kaafi funny tha status ka,funny tha status ka reaction kaafi,status ka reaction kaafi funny tha,0.6042750794713535,0.6042750794713535,0.9150840640068054,0.9136438369750977,,
179,social,group chat ka notification mute kar diya,notification mute kar diya group chat ka,mute kar diya group chat ka notification,Group chat notification muted,0.5946035575013604,0.5946035575013604,0.9449107646942139,0.9391147494316101,,
180,social,meetup ka time last minute pe shift hua,time last minute pe shift hua meetup ka,shift hua meetup ka time last minute pe,Meetup is the Time Last Menate Peel Shirt,0.7652058832556893,0.7652058832556893,0.9117189645767212,0.9239869713783264,,
181,transport,bus ka route map outdated lag raha,route map outdated lag raha bus ka,outdated lag raha bus ka route map,bus ka route map outdated lag raha,0.7071067811865478,0.5946035575013604,0.9427310228347778,0.9416319131851196,,
182,transport,traffic ka signal timing change hua,signal timing change hua traffic ka,change hua traffic ka signal timing,traffic ka signal timing change hua,0.6042750794713535,0.6042750794713535,0.9446672797203064,0.937699019908905,,
183,transport,cab ka fare surge pe chal raha,fare surge pe chal raha cab ka,surge pe chal raha cab ka fare,cab ride on the sun,0.7071067811865478,0.5946035575013604,0.9403631687164307,0.9363260865211487,,
184,transport,metro ka platform screen blank hai,platform screen blank hai metro ka,blank hai metro ka platform screen,metro platform screen is blank,0.6042750794713535,0.6042750794713535,0.9320909976959229,0.9226599931716919,,
185,transport,driver ka navigation galat direction dikha raha,navigation galat direction dikha raha driver ka,galat direction dikha raha driver ka navigation,Driver's navigation showing wrong direction,0.7071067811865478,0.5946035575013604,0.9554231762886047,0.9421721696853638,,
186,transport,road ka diversion unexpected nikla,diversion unexpected nikla road ka,unexpected nikla road ka diversion,road ka diversion unexpected nikla,0.49999999999999994,0.49999999999999994,0.9211822152137756,0.9191111922264099,,
187,transport,parking ka slot thoda narrow hai,slot thoda narrow hai parking ka,narrow hai parking ka slot thoda,The parking slot is a bit narrow,0.6042750794713535,0.6042750794713535,0.94361412525177,0.9375017881393433,,
188,transport,petrol pump ka card machine down hai,card machine down hai petrol pump ka,down hai petrol pump ka card machine,petrol pump ka card machine down hai,0.5946035575013604,0.7071067811865478,0.9295514822006226,0.9285821318626404,,
189,transport,bike ka engine sound unusual lag raha,engine sound unusual lag raha bike ka,unusual lag raha bike ka engine sound,bike and engine,0.7071067811865478,0.5946035575013604,0.9396244287490845,0.9220737218856812,,
190,transport,auto ka fare meter fast chal raha,fare meter fast chal raha auto ka,fast chal raha auto ka fare meter,auto fare meter running fast,0.7071067811865478,0.5946035575013604,0.9236351847648621,0.9319131374359131,,
191,transport,route ka shortcut risky lag raha,shortcut risky lag raha route ka,risky lag raha route ka shortcut,shortcut receipt,0.6042750794713535,0.5081327481546147,0.9364484548568726,0.9437181949615479,,
192,transport,traffic police ka checkpoint aage hai,checkpoint aage hai traffic police ka,aage hai traffic police ka checkpoint,Traffic police checkpoint ahead,0.5081327481546147,0.6042750794713535,0.9376131296157837,0.9300212860107422,,
193,transport,seat belt ka reminder beep aa raha,reminder beep aa raha seat belt ka,beep aa raha seat belt ka reminder,Seat belt reminder beep is coming.,0.5946035575013604,0.5946035575013604,0.9355007410049438,0.9272646307945251,,
194,transport,navigation ka reroute option aaya,reroute option aaya navigation ka,option aaya navigation ka reroute,Reroute option for navigation came,0.49999999999999994,0.49999999999999994,0.9176161885261536,0.9263147115707397,,
195,transport,toll plaza ka fastag scan nahi hua,fastag scan nahi hua toll plaza ka,scan nahi hua toll plaza ka fastag,Fastag scan of toll plaza was not done,0.5946035575013604,0.5946035575013604,0.9244123101234436,0.9328885674476624,,
196,transport,route ka alternative suggest kar do,alternative suggest kar do route ka,suggest kar do route ka alternative,route ka alternative suggest kar do,0.6042750794713535,0.5081327481546147,0.9264823794364929,0.9335320591926575,,
197,transport,station ka exit gate left side pe hai,exit gate left side pe hai station ka,left side pe hai station ka exit gate,station ka exit gate left side pe hai,0.7652058832556893,0.6914415692838819,0.9410647749900818,0.9388095736503601,,
198,transport,bus ka conductor change ho gaya,conductor change ho gaya bus ka,change ho gaya bus ka conductor,the bus conductor changed,0.6042750794713535,0.5081327481546147,0.9461151957511902,0.9410089254379272,,
199,transport,metro ka first coach ladies ke liye,first coach ladies ke liye metro ka,ladies ke liye metro ka first coach,Metro's first coach for ladies,0.7071067811865478,0.5946035575013604,0.9365866184234619,0.9265387654304504,,
200,travel,journey ka overall experience smooth raha,overall experience smooth raha journey ka,smooth raha journey ka overall experience,journey ka overall experience smooth raha,0.6042750794713535,0.6042750794713535,0.9293869137763977,0.9255303144454956,,
201,travel,train ka arrival time late ho gaya,arrival time late ho gaya train ka,late ho gaya train ka arrival time,Train arrival time was late,0.7071067811865478,0.5946035575013604,0.9364468455314636,0.9375386834144592,,
202,travel,bus ka conductor ticket check kar raha,conductor ticket check kar raha bus ka,check kar raha bus ka conductor ticket,bus conductor checking tickets,0.7071067811865478,0.5946035575013604,0.9508023858070374,0.9347952604293823,,
203,travel,platform ka announcement clear nahi sunai diya,announcement clear nahi sunai diya platform ka,clear nahi sunai diya platform ka announcement,Platform announcement not heard clearly,0.7071067811865478,0.5946035575013604,0.9538778066635132,0.9482924938201904,,
204,travel,seat ka number window side ka hai,number window side ka hai seat ka,window side ka hai seat ka number,ban',0.7071067811865478,0.5946035575013604,0.9252724647521973,0.9350576996803284,,
205,travel,journey ke beech me stop extra add hua,stop extra add hua journey ke beech me,extra add hua journey ke beech me stop,Stop extra added in the middle of the journey,0.6914415692838819,0.6914415692838819,0.9361817240715027,0.9379911422729492,,
206,food,restaurant ka order delay ho raha,order delay ho raha restaurant ka,delay ho raha restaurant ka order,Restaurant order is getting delayed,0.6042750794713535,0.5081327481546147,0.9407808184623718,0.9340750575065613,,
207,food,plate ka portion thoda kam laga,portion thoda kam laga plate ka,kam laga plate ka portion thoda,plate ka portion thoda kam laga,0.6042750794713535,0.6042750794713535,0.9499584436416626,0.9388170838356018,,
208,food,dish ka taste expected jaisa nahi tha,taste expected jaisa nahi tha dish ka,expected jaisa nahi tha dish ka taste,The taste of the dish was not as expected,0.7071067811865478,0.5946035575013604,0.9462358951568604,0.9421441555023193,,
209,food,order ka parcel properly seal nahi tha,parcel properly seal nahi tha order ka,seal nahi tha order ka parcel properly,The parcel of the order was not properly sealed,0.7071067811865478,0.5946035575013604,0.9337998032569885,0.92033851146698,,
210,food,menu ka item temporarily unavailable hai,item temporarily unavailable hai menu ka,temporarily unavailable hai menu ka item,Menu item is temporarily unavailable,0.6042750794713535,0.5081327481546147,0.9351840019226074,0.9318885803222656,,
211,shopping,product ka warranty card missing hai,warranty card missing hai product ka,missing hai product ka warranty card,product ka warranty card missing hai,0.6042750794713535,0.6042750794713535,0.9325628876686096,0.9267591834068298,,
212,shopping,item ka exchange option available nahi,exchange option available nahi item ka,available nahi item ka exchange option,Item exchange option not available,0.6042750794713535,0.6042750794713535,0.9279782176017761,0.9335051774978638,,
213,shopping,order ka tracking link kaam nahi kar raha,tracking link kaam nahi kar raha order ka,kaam nahi kar raha order ka tracking link,Order tracking link not working,0.7652058832556893,0.6914415692838819,0.9546060562133789,0.9345926642417908,,
214,shopping,cart ka total amount change ho gaya,total amount change ho gaya cart ka,change ho gaya cart ka total amount,Cart total amount changed,0.7071067811865478,0.5946035575013604,0.9477007389068604,0.93901526927948,,
215,shopping,offer ka validity kal expire ho raha,validity kal expire ho raha offer ka,expire ho raha offer ka validity kal,offer valid until it expires,0.7071067811865478,0.5946035575013604,0.9463502764701843,0.927558422088623,,
216,work,meeting ka start time postpone hua,start time postpone hua meeting ka,postpone hua meeting ka start time,meeting time postpones,0.6042750794713535,0.6042750794713535,0.9139660596847534,0.9364138841629028,,
217,work,task ka priority level high hai,priority level high hai task ka,high hai task ka priority level,The priority level of the task is high,0.6042750794713535,0.6042750794713535,0.9307965040206909,0.9279198050498962,,
218,work,document ka version outdated lag raha,version outdated lag raha document ka,outdated lag raha document ka version,document ka version outdated lag raha,0.6042750794713535,0.5081327481546147,0.9326921701431274,0.9281429052352905,,
219,work,call ka audio clear nahi aa raha,audio clear nahi aa raha call ka,clear nahi aa raha call ka audio,Call audio is not coming clear,0.7071067811865478,0.5946035575013604,0.9499761462211609,0.9443751573562622,,
220,work,discussion ka summary mail pe bhej dena,summary mail pe bhej dena discussion ka,bhej dena discussion ka summary mail pe,dissusion is complete,0.7071067811865478,0.7071067811865478,0.9510163068771362,0.9346644878387451,,
221,education,lecture ka slide deck download nahi ho raha,slide deck download nahi ho raha lecture ka,download nahi ho raha lecture ka slide deck,Lecture slide deck not downloading,0.7652058832556893,0.6914415692838819,0.950893759727478,0.9420943856239319,,
222,education,exam ka invigilator late aaya,invigilator late aaya exam ka,late aaya exam ka invigilator,Exam invigilator came late,0.49999999999999994,0.49999999999999994,0.9127347469329834,0.9323857426643372,,
223,education,class ka attendance register missing hai,attendance register missing hai class ka,missing hai class ka attendance register,class ka attendance register missing hai,0.6042750794713535,0.6042750794713535,0.9321666359901428,0.9256194829940796,,
224,education,project ka demo clearly samajh aaya,demo clearly samajh aaya project ka,clearly samajh aaya project ka demo,Demo of the project was clearly understood,0.6042750794713535,0.5081327481546147,0.9447271227836609,0.9483375549316406,,
225,education,seminar ka schedule last minute change hua,schedule last minute change hua seminar ka,change hua seminar ka schedule last minute,seminar ka schedule last minute change hua,0.7071067811865478,0.7071067811865478,0.9331604242324829,0.9195868968963623,,
226,education,hostel ka mess food average lag raha,mess food average lag raha hostel ka,average lag raha hostel ka mess food,hostel ka mess food average lag raha,0.7071067811865478,0.5946035575013604,0.9087445139884949,0.9157569408416748,,
227,education,whiteboard ka marker dry ho gaya,marker dry ho gaya whiteboard ka,dry ho gaya whiteboard ka marker,whiteboard ka marker dry ho gaya,0.6042750794713535,0.5081327481546147,0.9214538931846619,0.9215157628059387,,
228,education,assignment ka submission portal slow hai,submission portal slow hai assignment ka,slow hai assignment ka submission portal,assignment ka submission portal slow hai,0.6042750794713535,0.6042750794713535,0.9353864192962646,0.9389426708221436,,
229,education,class ka syllabus alignment clear nahi,syllabus alignment clear nahi class ka,clear nahi class ka syllabus alignment,class ka syllabus alignment clear nahi,0.6042750794713535,0.6042750794713535,0.9256530404090881,0.9362195730209351,,
230,education,tutorial ka recording link expire ho gaya,recording link expire ho gaya tutorial ka,expire ho gaya tutorial ka recording link,Tutorial recording link expired,0.7071067811865478,0.5946035575013604,0.9411171078681946,0.9378321170806885,,
231,household,kitchen ka sink water leak kar raha,sink water leak kar raha kitchen ka,leak kar raha kitchen ka sink water,sink water leak sink,0.7071067811865478,0.5946035575013604,0.9507689476013184,0.9289819002151489,,
232,household,room ka curtain properly slide nahi ho raha,curtain properly slide nahi ho raha room ka,slide nahi ho raha room ka curtain properly,Room curtain not sliding properly,0.7652058832556893,0.6914415692838819,0.9442160725593567,0.9320805668830872,,
233,household,bedroom ka switch board loose lag raha,switch board loose lag raha bedroom ka,loose lag raha bedroom ka switch board,bedroom ka switch board loose lag raha,0.7071067811865478,0.5946035575013604,0.9375305771827698,0.9418879747390747,,
234,household,washing powder ka stock khatam ho gaya,stock khatam ho gaya washing powder ka,khatam ho gaya washing powder ka stock,Washing powder ka stock khatam ho gaya,0.5946035575013604,0.5946035575013604,0.9352709650993347,0.9211457371711731,,
235,household,balcony ka plant water karna reh gaya,plant water karna reh gaya balcony ka,water karna reh gaya balcony ka plant,It remains to water the balcony plant.,0.7071067811865478,0.5946035575013604,0.9526270031929016,0.944925844669342,,
236,household,bathroom ka exhaust fan noise kar raha,exhaust fan noise kar raha bathroom ka,noise kar raha bathroom ka exhaust fan,bathroom exhaust fan making noise,0.7071067811865478,0.5946035575013604,0.9482007622718811,0.9369049668312073,,
237,household,fridge ka ice tray jam ho gaya,ice tray jam ho gaya fridge ka,jam ho gaya fridge ka ice tray,fridge ice tray jammed,0.7071067811865478,0.5946035575013604,0.9496582746505737,0.9457446932792664,,
238,household,sofa ka fabric stain easily pakad raha,fabric stain easily pakad raha sofa ka,easily pakad raha sofa ka fabric stain,The fabric of the sofa is holding the stain out.,0.7071067811865478,0.5946035575013604,0.9549699425697327,0.9471697807312012,,
239,household,wardrobe ka door alignment thoda off hai,door alignment thoda off hai wardrobe ka,off hai wardrobe ka door alignment thoda,The far alignment of the wardrobe is slightly off,0.7071067811865478,0.7071067811865478,0.9302206039428711,0.9347720146179199,,
240,household,home ka inverter backup weak lag raha,inverter backup weak lag raha home ka,weak lag raha home ka inverter backup,Home Inverter Backup Wop Raha,0.7071067811865478,0.5946035575013604,0.9327443838119507,0.9489436745643616,,
241,digital,app ka onboarding flow confusing laga,onboarding flow confusing laga app ka,confusing laga app ka onboarding flow,app ka onboarding flow confusing laga,0.6042750794713535,0.6042750794713535,0.9238609075546265,0.9406741857528687,,
242,digital,phone ka notification badge clear nahi hua,notification badge clear nahi hua phone ka,clear nahi hua phone ka notification badge,Phone's notification badge not cleared,0.7071067811865478,0.5946035575013604,0.9404974579811096,0.9382064938545227,,
243,digital,browser ka extension automatically disable hua,extension automatically disable hua browser ka,automatically disable hua browser ka extension,browser ka extension automatically disable hua,0.6042750794713535,0.5081327481546147,0.9466525912284851,0.942514955997467,,
244,digital,system ka storage cleanup recommend kar raha,storage cleanup recommend kar raha system ka,recommend kar raha system ka storage cleanup,System storage cleanup recommended,0.7071067811865478,0.5946035575013604,0.9384889006614685,0.9501416683197021,,
245,digital,email ka attachment size limit cross ho gaya,attachment size limit cross ho gaya email ka,cross ho gaya email ka attachment size limit,Email attachment size limit exceeded,0.7652058832556893,0.6914415692838819,0.924530029296875,0.9418663382530212,,
246,digital,wifi ka password recently change hua,password recently change hua wifi ka,change hua wifi ka password recently,wifi ka password recently change hua,0.6042750794713535,0.6042750794713535,0.9283744096755981,0.915168821811676,,
247,digital,app ka dark mode option missing hai,dark mode option missing hai app ka,missing hai app ka dark mode option,app ka dark mode option missing hai,0.7071067811865478,0.7071067811865478,0.941119372844696,0.9353521466255188,,
248,digital,file ka sync status stuck ho gaya,sync status stuck ho gaya file ka,stuck ho gaya file ka sync status,file ka sync status stuck ho gaya,0.7071067811865478,0.5946035575013604,0.9485715627670288,0.9482944011688232,,
249,digital,update ka changelog properly mention nahi,changelog properly mention nahi update ka,properly mention nahi update ka changelog,update ka changelog properly mention nahi,0.6042750794713535,0.5081327481546147,0.9061426520347595,0.9337117671966553,,
250,digital,system ka boot time zyada lag raha,boot time zyada lag raha system ka,zyada lag raha system ka boot time,System boot time is taking longer,0.7071067811865478,0.5946035575013604,0.9513245820999146,0.9300693869590759,,
251,health,doctor ka follow up visit next week hai,follow up visit next week hai doctor ka,next week hai doctor ka follow up visit,doctor ka follow up visit next week hai,0.7652058832556893,0.6914415692838819,0.9380873441696167,0.9256707429885864,,
252,health,medicine ka refill reminder set karna,refill reminder set karna medicine ka,set karna medicine ka refill reminder,medicine ka refill reminder set karna,0.6042750794713535,0.6042750794713535,0.9292111396789551,0.9314433932304382,,
253,health,clinic ka registration counter crowded tha,registration counter crowded tha clinic ka,crowded tha clinic ka registration counter,clinic ka registration counter crowded tha,0.6042750794713535,0.6042750794713535,0.9069967269897461,0.9203730225563049,,
254,health,test ka sample collection smooth raha,sample collection smooth raha test ka,smooth raha test ka sample collection,test ka sample collection smooth raha,0.6042750794713535,0.6042750794713535,0.9383718967437744,0.929612934589386,,
255,health,report ka turnaround time fast tha,turnaround time fast tha report ka,fast tha report ka turnaround time,report ka turnaround time fast tha,0.6042750794713535,0.6042750794713535,0.9010581374168396,0.9276466369628906,,
256,health,prescribed diet follow karna mushkil lag raha,diet follow karna mushkil lag raha prescribed,mushkil lag raha prescribed diet follow karna,Finding it difficult to follow the prescribed diet,0.8408964152537145,0.5946035575013604,0.9486030340194702,0.9350593090057373,,
257,health,exercise ka routine maintain nahi ho raha,routine maintain nahi ho raha exercise ka,maintain nahi ho raha exercise ka routine,Exercise routine is not being maintained,0.7071067811865478,0.5946035575013604,0.9467564821243286,0.9436646699905396,,
258,health,doctor ka waiting time manageable laga,waiting time manageable laga doctor ka,manageable laga doctor ka waiting time,doctor ka waiting time manageable laga,0.6042750794713535,0.6042750794713535,0.8967761397361755,0.934150218963623,,
259,health,medicine ka taste thoda bitter hai,taste thoda bitter hai medicine ka,bitter hai medicine ka taste thoda,The taste of medicine is a little bitter,0.6042750794713535,0.6042750794713535,0.9377704858779907,0.9299991726875305,,
260,health,health checkup ka package affordable laga,package affordable laga health checkup ka,affordable laga health checkup ka package,health checkup ka package affordable laga,0.5081327481546147,0.6042750794713535,0.9321458339691162,0.9387751221656799,,
261,work,manager ka approval abhi pending hai,approval abhi pending hai manager ka,pending hai manager ka approval abhi,Manager's approval is still pending,0.6042750794713535,0.6042750794713535,0.9275590777397156,0.9278508424758911,,
262,work,team ka workload evenly distribute nahi hua,workload evenly distribute nahi hua team ka,evenly distribute nahi hua team ka workload,team will workload evenly distribute results,0.7071067811865478,0.5946035575013604,0.956630289554596,0.9385356307029724,,
263,work,meeting ka follow up action pending raha,follow up action pending raha meeting ka,pending raha meeting ka follow up action,meeting ka follow up action pending raha,0.7071067811865478,0.7071067811865478,0.9288188815116882,0.9293069839477539,,
264,work,client ka response expected se slow aaya,response expected se slow aaya client ka,slow aaya client ka response expected se,client ka response expected se slow aaya,0.7071067811865478,0.7071067811865478,0.9251384735107422,0.9110122323036194,,
265,work,task ka ownership clearly define nahi hua,ownership clearly define nahi hua task ka,clearly define nahi hua task ka ownership,task ka ownership clearly define nahi hua,0.7071067811865478,0.5946035575013604,0.9408746361732483,0.9461455941200256,,
266,work,deadline ka buffer thoda kam tha,buffer thoda kam tha deadline ka,kam tha deadline ka buffer thoda,The deadline buffer was a little low,0.6042750794713535,0.6042750794713535,0.9386951923370361,0.9323089718818665,,
267,work,report ka final version abhi ready nahi,final version abhi ready nahi report ka,ready nahi report ka final version abhi,The final version of the report is not ready yet,0.7071067811865478,0.7071067811865478,0.9386289715766907,0.9351785778999329,,
268,work,discussion ka outcome clearly document nahi hua,outcome clearly document nahi hua discussion ka,clearly document nahi hua discussion ka outcome,discussion ka outcome clearly document nahi hua,0.7071067811865478,0.5946035575013604,0.9431123733520508,0.9380810260772705,,
269,work,team ka sync meeting skip ho gaya,sync meeting skip ho gaya team ka,skip ho gaya team ka sync meeting,Team sync meeting skipped,0.7071067811865478,0.5946035575013604,0.9482877254486084,0.9459053874015808,,
270,work,work ka stress level zyada lag raha,stress level zyada lag raha work ka,zyada lag raha work ka stress level,Work stress level seems high,0.7071067811865478,0.5946035575013604,0.9477000832557678,0.9262703061103821,,
271,social,group ka plan weekend ke liye bana,plan weekend ke liye bana group ka,weekend ke liye bana group ka plan,Group plan made for the weekend,0.7071067811865478,0.5946035575013604,0.9495237469673157,0.9408794045448303,,
272,social,friends ka meetup casual rakhenge,meetup casual rakhenge friends ka,casual rakhenge friends ka meetup,Will keep friends' meetup casual,0.49999999999999994,0.49999999999999994,0.9201140403747559,0.9288409352302551,,
273,social,chat ka tone thoda awkward lag raha,tone thoda awkward lag raha chat ka,awkward lag raha chat ka tone thoda,The tone of the chat seems a bit awkward,0.7071067811865478,0.5946035575013604,0.9483330845832825,0.933474063873291,,
274,social,message ka reply short rakhna better hai,reply short rakhna better hai message ka,short rakhna better hai message ka reply,It is better to keep the reply message short,0.7071067811865478,0.5946035575013604,0.9454553127288818,0.9473743438720703,,
275,social,call ka purpose clearly explain nahi hua,purpose clearly explain nahi hua call ka,clearly explain nahi hua call ka purpose,call ka purpose clearly explain nahi hua,0.7071067811865478,0.5946035575013604,0.9403743743896484,0.9380970597267151,,
276,social,status ka caption thoda confusing laga,caption thoda confusing laga status ka,confusing laga status ka caption thoda,you're struggling with capsion.,0.6042750794713535,0.6042750794713535,0.9369458556175232,0.9339971542358398,,
277,social,event ka dress code casual rakha,dress code casual rakha event ka,casual rakha event ka dress code,The dress code of the event was kept casual,0.6042750794713535,0.6042750794713535,0.9337441921234131,0.9254064559936523,,
278,social,invite ka response time kaafi slow tha,response time kaafi slow tha invite ka,slow tha invite ka response time kaafi,invite ka response time kaafi slow tha,0.7071067811865478,0.7071067811865478,0.9095831513404846,0.9211217761039734,,
279,social,conversation ka flow natural nahi lag raha,flow natural nahi lag raha conversation ka,natural nahi lag raha conversation ka flow,The flow of conversation doesn't seem natural.,0.7071067811865478,0.5946035575013604,0.9440733790397644,0.941483736038208,,
280,social,group chat ka discussion off topic chala,discussion off topic chala group chat ka,off topic chala group chat ka discussion,group chat ka discussion off topic chala,0.5946035575013604,0.5946035575013604,0.9395326375961304,0.9295075535774231,,
281,transport,bus ka frequency peak hours me kam hai,frequency peak hours me kam hai bus ka,peak hours me kam hai bus ka frequency,bus ka frequency peak hours me kam hai,0.7652058832556893,0.6914415692838819,0.9519206285476685,0.9330627918243408,,
282,transport,cab ka waiting time estimate wrong nikla,waiting time estimate wrong nikla cab ka,wrong nikla cab ka waiting time estimate,cab ka waiting time estimate wrong nikla,0.7071067811865478,0.7071067811865478,0.9414251446723938,0.9339630007743835,,
283,transport,metro ka entry gate rush me band ho gaya,entry gate rush me band ho gaya metro ka,band ho gaya metro ka entry gate rush me,Metro entry gate closed due to rush,0.8034284189446523,0.7476743906106104,0.9493756890296936,0.9375187754631042,,
284,transport,driver ka route choice thoda confusing tha,route choice thoda confusing tha driver ka,confusing tha driver ka route choice thoda,driver ka route choice thoda confusing tha,0.7071067811865478,0.7071067811865478,0.9230530858039856,0.9251862168312073,,
285,transport,signal ka countdown timer kaam nahi kar raha,countdown timer kaam nahi kar raha signal ka,kaam nahi kar raha signal ka countdown timer,Signal countdown timer not working,0.7652058832556893,0.6914415692838819,0.9493637681007385,0.9384437799453735,,
286,transport,parking ka guidance sign clearly visible nahi,guidance sign clearly visible nahi parking ka,clearly visible nahi parking ka guidance sign,parking ka guidance sign clearly visible nahi,0.7071067811865478,0.5946035575013604,0.927426815032959,0.9310113191604614,,
